index,year,kms,owners,vehicle,manual,location,amount,brand,mileage,engine,maxPower,maxPowerRPM,seats,Color,GearBox,driveType,SteeringType,FrontBrkType,RearBrkType,TopSpeed,acceleration,Doors,no_cyclinders,no_valves,valveConfig,fuelSupply
308,2015,"57,000 kms",First Owner,Petrol,Manual,Hyderabad,4.65 Lakh*,Maruti,18.5 kmpl,1197 CC,85.80bhp,6000rpm,5,Red,5 Speed,FWD,,,,,,5,4,4,DOHC,MPFI
309,2018,"44,000 kms",First Owner,Petrol,Manual,Hyderabad,4.69 Lakh*,Nissan,19.49 kmpl,1198 CC,67.04 bhp,,5,Blue,5 Speed,,,,,,,,,,,
310,2013,"75,130 kms",First Owner,Diesel,Manual,Hyderabad,4.7 Lakh*,Maruti,22.9 kmpl,1248 CC,74bhp,4000rpm,5,Silver,5 Speed,FWD,,,,158km/hr,13.75 Seconds,5,4,4,DOHC,CRDI
311,2011,"74,000 kms",Second Owner,Diesel,Manual,Hyderabad,4.75 Lakh*,Hyundai,14.66 kmpl,2199 CC,194.3bhp,3800rpm,7,White,6 Speed,AWD,,,,,,5,4,4,DOHC,Common Rail Direct Injection
312,2014,"62,321 kms",First Owner,Diesel,Manual,Hyderabad,4.75 Lakh*,Maruti,23.2 kmpl,1248 CC,73.94 bhp,,5,Red,5 Speed,FWD,,,,,,,,,,
313,2013,"87,669 kms",First Owner,Diesel,Manual,Hyderabad,4.75 Lakh*,Hyundai,21.27 kmpl,1396 CC,88.76bhp,4000rpm,5,Red,6 Speed,FWD,,,,,,5,4,4,DOHC,CRDI
314,2018,"57,137 kms",First Owner,Petrol,Manual,Hyderabad,4.75 Lakh*,Tata,23.84 kmpl,1199 CC,84bhp,6000rpm,5,White,5 Speed,,,,,,,5,3,4,DOHC,MPFi
315,2016,"40,000 kms",First Owner,Petrol,Manual,Hyderabad,4.75 Lakh*,Ford,18.16 kmpl,1196 CC,86.8 bhp,,5,Maroon,5 Speed,,,,,,,,,,,
316,2014,"72,321 kms",First Owner,Diesel,Manual,Hyderabad,4.75 Lakh*,Honda,25.8 kmpl,1498 CC,98.6bhp,3600rpm,5,Maroon,5 Speed,,,,,,17 Seconds,4,4,4,DOHC,
317,2016,"61,241 kms",First Owner,Petrol,Manual,Hyderabad,4.8 Lakh*,Hyundai,19.81 kmpl,1086 CC,68.05bhp,5500rpm,5,Grey,5 Speed,,,,,,,5,4,3,SOHC,MPFI
318,2016,"79,432 kms",First Owner,Petrol,Manual,Hyderabad,4.84 Lakh*,Hyundai,18.9 kmpl,1197 CC,81.86 bhp,,5,Red,5 Speed,,,,,,,,,,,
319,2013,"45,000 kms",First Owner,Diesel,Manual,Hyderabad,4.85 Lakh*,Maruti,22.9 kmpl,1248 CC,74bhp,4000rpm,5,White,5 Speed,FWD,,,,,13.75 Seconds,5,4,4,DOHC,CRDI
320,2012,"1,12,898 kms",First Owner,Diesel,Manual,Hyderabad,4.85 Lakh*,Mahindra,12.05 kmpl,2179 CC,120 bhp,,8,White,6 Speed,2 WD,,,,,,,,,,
321,2014,"46,508 kms",First Owner,Diesel,Manual,Hyderabad,4.89 Lakh*,Ford,20.0 kmpl,1399 CC,68.05bhp,4000rpm,5,Red,5 Speed,FWD,,,,,,,4,2,SOHC,Common Rail
322,2007,"2,70,000 kms",Second Owner,Diesel,Manual,Hyderabad,4.9 Lakh*,Toyota,12.8 kmpl,2494 CC,102 bhp,,8,Light Blue,5 Speed,,,,,,,,,,,
323,2016,"97,382 kms",First Owner,Diesel,Manual,Hyderabad,4.9 Lakh*,Ford,25.83 kmpl,1498 CC,99 bhp,,5,Silver,5 Speed,FWD,,,,,,,,,,
324,2014,"44,000 kms",Second Owner,Diesel,Manual,Hyderabad,4.9 Lakh*,Volkswagen,20.14 kmpl,1498 CC,88.8bhp,4200rpm,5,Grey,5 Speed,,,,,,,5,4,4,DOHC,Direct Injection
325,2010,"90,000 kms",First Owner,Petrol,Manual,Hyderabad,4.9 Lakh*,Volkswagen,14.0 kmpl,1595 CC,102 ," 5,600 (PS",5,Blue,5 Speed,,,,,,,4,4,4,,
326,2014,"74,000 kms",First Owner,Petrol,Manual,Hyderabad,4.95 Lakh*,Maruti,19.1 kmpl,1197 CC,85.8bhp,6000rpm,5,White,5 Speed,FWD,,,,,,4,4,4,,MPFI
327,2017,"36,000 kms",First Owner,Petrol,Manual,Hyderabad,4.95 Lakh*,Nissan,19.49 kmpl,1198 CC,67.04bhp,5000rpm,5,Blue,5 Speed,,,,,,15 Seconds,5,3,4,DOHC,Electronic Fuel Injection
328,2018,"18,000 kms",First Owner,Petrol,Manual,Hyderabad,4.95 Lakh*,Honda,18.5 kmpl,1198 CC,86.8bhp,6000rpm,5,Red,5 Speed,FWD,,,,,,5,4,4,SOHC,PGM - Fi
329,2015,"85,106 kms",First Owner,Diesel,Manual,Hyderabad,4.95 Lakh*,Honda,25.8 kmpl,1498 CC,98.6bhp,3600rpm,5,White,5 Speed,,,,,,,4,4,4,DOHC,
330,2013,"75,000 kms",First Owner,Diesel,Manual,Hyderabad,4.95 Lakh*,Volkswagen,20.34 kmpl,1498 CC,103.2bhp,4400rpm,5,Blue,5 Speed,FWD,,,,,11.94 Seconds,4,4,4,DOHC,Direct Injection
331,2013,"37,723 kms",First Owner,Diesel,Manual,Hyderabad,4.95 Lakh*,Hyundai,21.9 kmpl,1396 CC,88.76bhp,4000rpm,5,Grey,6 Speed,FWD,,,,,,5,4,4,DOHC,CRDI
332,2010,"1,21,411 kms",First Owner,Diesel,Automatic,Hyderabad,4.95 Lakh*,Skoda,17.2 kmpl,1968 CC,138.08bhp,4200rpm,5,White,6 Speed,,,,Disc,,,4,4,4,DOHC,Direct Injection
333,2013,"1,08,000 kms",First Owner,Diesel,Manual,Hyderabad,4.99 Lakh*,Hyundai,22.32 kmpl,1582 CC,126.32bhp,4000rpm,5,White,6 Speed,FWD,,,,,,4,4,4,DOHC,CRDI
334,2004,"1,81,400 kms",First Owner,Petrol,Manual,Hyderabad,5 Lakh*,Honda,11.9 kmpl,2354 CC,144 ," 5,500 (PS",5,Desert Mist,5 Speed,,Power,Ventilated Disc,Disc,206 kmph,10.8 seconds,4,4,4,DOHC,PGM-FI (Programmed Fuel Injection)
335,2014,"1,01,897 kms",First Owner,Diesel,Manual,Hyderabad,5 Lakh*,Maruti,25.2 kmpl,1248 CC,74bhp,4000rpm,5,Silver,5 Speed,,,,,,,5,4,4,DOHC,CRDI
336,2015,"25,000 kms",First Owner,Petrol,Manual,Hyderabad,5 Lakh*,Maruti,22.0 kmpl,1197 CC,81.80bhp,6000rpm,5,Silver,5,,,,,,,,4,4,null,MPFi
337,2015,"73,593 kms",First Owner,Petrol,Manual,Hyderabad,5 Lakh*,Maruti,22.0 kmpl,1197 CC,81.80bhp,6000rpm,5,Red,5,,,,,,,5,4,4,null,MPFi
338,2016,"91,288 kms",First Owner,Diesel,Manual,Hyderabad,5.08 Lakh*,Hyundai,24.0 kmpl,1120 CC,70bhp,4000rpm,5,Star Dust,5 Speed,,,,,,,,3,4,DOHC,CRDi
339,2014,"47,738 kms",First Owner,Petrol,Manual,Hyderabad,5.08 Lakh*,Hyundai,19.1 kmpl,1197 CC,82bhp,6000rpm,5,White,5 Speed,,,,,,14.2 Seconds,4,4,4,DOHC,Direct Injection
340,2019,"21,000 kms",First Owner,Petrol,Manual,Hyderabad,5.1 Lakh*,Maruti,23.1 kmpl,998 CC,67.04bhp,6000rpm,5,Silver,5 Speed,,,,,150 Kmph,15.05 Seconds,5,3,4,DOHC,MPFi
341,2014,"29,000 kms",First Owner,Petrol,Manual,Hyderabad,5.1 Lakh*,Maruti,18.6 kmpl,1197 CC,85.8bhp,6000rpm,5,Red,5 Speed,FWD,,,,,,5,4,4,DOHC,MPFI
342,2018,"57,000 kms",First Owner,Petrol,Automatic,Hyderabad,5.1 Lakh*,Maruti,23.1 kmpl,998 CC,67.04bhp,6000rpm,5,Grey,5 Speed,,,,,,,5,3,4,DOHC,MPFi
343,2018,"1,75,000 kms",Second Owner,Diesel,Manual,Hyderabad,5.2 Lakh*,Hyundai,25.4 kmpl,1186 CC,73.97bhp,4000rpm,5,,5 Speed,FWD,,,,,,,3,4,DOHC,CRDI
344,2012,"81,241 kms",First Owner,Petrol,Automatic,Hyderabad,5.25 Lakh*,Honda,15.6 kmpl,1497 CC,116.3bhp,6600rpm,5,Silver,5 Speed AT+ Paddle Shifters,FWD,,,,,,4,4,4,SOHC,EFI(Electronic Fuel Injection)
345,2015,"41,400 kms",First Owner,Petrol,Manual,Hyderabad,5.25 Lakh*,Volkswagen,15.04 kmpl,1598 CC,103.2bhp,5250rpm,5,Blue,5 Speed,FWD,,,,,,,4,4,DOHC,MPFI
346,2010,"85,321 kms",First Owner,Petrol,Automatic,Hyderabad,5.25 Lakh*,Skoda,13.7 kmpl,1798 CC,157.75bhp,4500-6200rpm,5,Brown,7 Speed,FWD,,,,,9.1 Seconds,4,4,4,DOHC,Direct Injection
347,2018,"39,000 kms",First Owner,Petrol,Manual,Hyderabad,5.25 Lakh*,Tata,23.84 kmpl,1199 CC,84bhp,6000rpm,5,Silver,5 Speed,,,,,,,5,3,4,DOHC,MPFi
348,2007,"96,000 kms",First Owner,Petrol,Automatic,Hyderabad,5.25 Lakh*,Honda,10.1 kmpl,2354 CC,152 PS , 6000 rpm,5,White,5 Speed,,,,,,,5,4,4,DOHC,PGM-FI
349,2013,"93,000 kms",First Owner,Diesel,Manual,Hyderabad,5.25 Lakh*,Volkswagen,22.07 kmpl,1199 CC,73.9bhp,4200rpm,5,White,5 Speed,FWD,,Disc,Drum,164.1km/hr,14.4 Seconds,5,3,4,,CRDI
350,2014,"1,20,000 kms",Second Owner,Diesel,Manual,Hyderabad,5.3 Lakh*,Maruti,20.77 kmpl,1248 CC,88.76bhp,4000rpm,7,,5 Speed,FWD,,,Drum,160 kmph,13.3 Seconds,5,4,4,DOHC,CRDI
351,2016,"33,421 kms",First Owner,Petrol,Manual,Hyderabad,5.3 Lakh*,Hyundai,18.9 kmpl,1197 CC,82 bhp,,5,Grey,5 Speed,,,,,,,,,,,
352,2015,"20,995 kms",First Owner,Petrol,Manual,Hyderabad,5.3 Lakh*,Honda,18.5 kmpl,1198 CC,86.8 bhp,,5,Silver,5 Speed,FWD,,,,,,,,,,
353,2017,"50,000 kms",First Owner,Petrol,Manual,Hyderabad,5.3 Lakh*,Maruti,21.63 kmpl,998 CC,67.05 bhp,,5,Silver,5 Speed,,,,,,,,,,,
354,2019,"47,000 kms",First Owner,Petrol,Manual,Hyderabad,5.35 Lakh*,Maruti,21.79 kmpl,998 CC,67.05 bhp,,5,Silver,5 Speed,,,,,,,,,,,
355,2013,"86,000 kms",First Owner,Diesel,Manual,Hyderabad,5.35 Lakh*,Renault,19.01 kmpl,1461 CC,108.45bhp,3900rpm,5,White,6 Speed,FWD,,,,,,5,4,4,DOHC,CRDI
356,2018,"31,700 kms",First Owner,Petrol,Automatic,Hyderabad,5.39 Lakh*,Tata,23.84 kmpl,1199 CC,83.83bhp,6000rpm,5,Grey,5 Speed,FWD,,,,,,5,3,4,DOHC,MPFi
357,2018,"14,611 kms",First Owner,Petrol,Automatic,Hyderabad,5.4 Lakh*,Maruti,23.1 kmpl,998 CC,67.04 bhp,,5,Grey,5 Speed,,,,,,,,,,,
358,2017,"20,000 kms",First Owner,Petrol,Manual,Hyderabad,5.4 Lakh*,Tata,23.84 kmpl,1199 CC,84 bhp,,5,Maroon,5 Speed,,,,,,,,,,,
359,2016,"22,103 kms",First Owner,Petrol,Manual,Hyderabad,5.4 Lakh*,Hyundai,18.6 kmpl,1197 CC,81.83 bhp,,5,Pristine blue,5 Speed,,,,,,,,,,,
360,2014,"69,380 kms",First Owner,Diesel,Manual,Hyderabad,5.4 Lakh*,Hyundai,24.4 kmpl,1120 CC,71.01bhp,4000rpm,5,Silver,5 Speed,FWD,,,,,18.6 Seconds,4,3,4,DOHC,Direct Injection
361,2013,"60,000 kms",First Owner,Diesel,Manual,Hyderabad,5.4 Lakh*,Mahindra,16.55 kmpl,2498 CC,105bhp,3800rpm,7,Black,5 Speed,,,,,,,3,4,4,,Common Rail
362,2017,"91,787 kms",First Owner,Diesel,Manual,Hyderabad,5.45 Lakh*,Volkswagen,21.66 kmpl,1498 CC,108.62 bhp,,5,Brown,5 Speed,FWD,,,,,,,,,,
363,2015,"77,777 kms",First Owner,Diesel,Manual,Hyderabad,5.45 Lakh*,Renault,19.87 kmpl,1461 CC,83.8 bhp,,5,Brown,5 speed,,,,,,,,,,,
364,2019,"13,990 kms",First Owner,Petrol,Manual,Hyderabad,5.45 Lakh*,Maruti,20.89 kmpl,1197 CC,81.80bhp,6000rpm,5,Nexa Blue,5 Speed,,,,,,,5,4,4,SOHC,MPFI
365,2015,"92,000 kms",First Owner,Diesel,Manual,Hyderabad,5.45 Lakh*,Mahindra,18.49 kmpl,1493 CC,100 bhp,,7,White,5 Speed,,,,,,,,,,,
366,2016,"43,800 kms",First Owner,Petrol,Automatic,Hyderabad,5.45 Lakh*,Nissan,17.97 kmpl,1498 CC,99.6bhp,5600rpm,5,Black,5 Speed,,Power,Disc,Drum,165 Kmph,13 Seconds,4,4,4,DOHC,EFI
367,2015,"58,000 kms",First Owner,Petrol,Manual,Hyderabad,5.5 Lakh*,Maruti,20.4 kmpl,1197 CC,81.80bhp,6000rpm,5,White,5 Speed,,,,,,,5,4,4,DOHC,MPFI
368,2014,"88,434 kms",First Owner,Diesel,Manual,Hyderabad,5.5 Lakh*,Volkswagen,20.14 kmpl,1498 CC,88.8 bhp,,5,White,5 Speed,FWD,,,,,,,,,,
369,2013,"81,910 kms",First Owner,Petrol,Manual,Hyderabad,5.5 Lakh*,Honda,16.8 kmpl,1497 CC,116.3bhp,6600rpm,5,Silver,5 Speed,FWD,,,,,,4,4,4,SOHC,EFI(Electronic Fuel Injection)
370,2018,"32,352 kms",First Owner,Diesel,Manual,Hyderabad,5.5 Lakh*,Volkswagen,21.66 kmpl,1498 CC,108.62bhp,4000,5,Blue,5 Speed,,,,,,,,4,4,DOHC,CRDI
371,2018,"9,000 kms",First Owner,Petrol,Manual,Hyderabad,5.5 Lakh*,Datsun,19.44 kmpl,1198 CC,67bhp,5000rpm,7,Brown,5 Speed,,,,,,,5,3,4,DOHC,EGIS
372,2014,"72,245 kms",First Owner,Diesel,Manual,Hyderabad,5.5 Lakh*,Honda,24.2 kmpl,1498 CC,98.6bhp,3600rpm,7,White,5 Speed,FWD,,,,,,5,4,4,DOHC,PGM-FI
373,2007,"1,04,061 kms",Second Owner,Petrol,Automatic,Hyderabad,5.5 Lakh*,Honda,10.1 kmpl,2354 CC,152 PS , 6000 rpm,5,Black,5 Speed,,,,,182 kmph,11.2 seconds,5,4,4,DOHC,PGM-FI
374,2015,"45,510 kms",First Owner,Diesel,Manual,Hyderabad,5.5 Lakh*,Volkswagen,20.14 kmpl,1498 CC,88.8bhp,4200rpm,5,,5 Speed,FWD,,,,,,,4,4,DOHC,Direct Injection
375,2014,"82,000 kms",First Owner,Diesel,Manual,Hyderabad,5.5 Lakh*,Renault,19.87 kmpl,1461 CC,83.8bhp,3750rpm,5,White,5 speed,,,,,,,5,4,4,DOHC,CRDi
376,2013,"72,000 kms",First Owner,Petrol,Manual,Hyderabad,5.5 Lakh*,Honda,16.8 kmpl,1497 CC,116.3bhp,6600rpm,5,Silver,5 Speed,,,,,,,4,4,4,SOHC,EFI (Electronic Fuel Injection)
377,2008,"2,36,000 kms",First Owner,Diesel,Manual,Hyderabad,5.5 Lakh*,Toyota,12.8 kmpl,2494 CC,102,"3,600 (PS",8,beige,5 Speed,,,,,,17.5 seconds,5,4,4,DOHC,CRDI
378,2017,"76,000 kms",First Owner,Diesel,Manual,Hyderabad,5.5 Lakh*,Maruti,27.39 kmpl,1248 CC,74bhp,4000rpm,5,Brown,5 Speed,FWD,,,,,,5,4,4,DOHC,CRDi
379,2015,"62,250 kms",First Owner,Diesel,Manual,Hyderabad,5.5 Lakh*,Honda,24.2 kmpl,1498 CC,98.6 bhp,,7,Silver,5 Speed,,,,,,,,,,,
380,2013,"78,521 kms",First Owner,Diesel,Manual,Hyderabad,5.5 Lakh*,Renault,19.87 kmpl,1461 CC,83.8bhp,3750rpm,5,Grey,5 speed,,Power,Ventilated Disc,Drum,156 Kmph,13.9 Seconds,5,4,4,DOHC,CRDi
381,2007,"81,000 kms",First Owner,Petrol,Manual,Hyderabad,5.5 Lakh*,Mercedes-Benz,11.7 kmpl,1796 CC,178 ," 5,600 (PS",5,White,6 Speed,,,,,230 kmph,8.8 seconds,4,4,0,,
382,2012,"1,10,649 kms",Second Owner,Diesel,Automatic,Hyderabad,5.5 Lakh*,Hyundai,19.08 kmpl,1582 CC,126.32bhp,4000rpm,5,White,4 Speed,FWD,,,,,10.62 Seconds,4,4,4,DOHC,CRDI
383,2019,"21,000 kms",First Owner,Petrol,Manual,Hyderabad,5.5 Lakh*,Maruti,21.63 kmpl,998 CC,67.05 bhp,,5,Silver,5 Speed,,,,,,,,,,,
384,2014,"65,000 kms",First Owner,Petrol,Manual,Hyderabad,5.5 Lakh*,Maruti,19.1 kmpl,1197 CC,85.8bhp,6000rpm,5,Grey,5 Speed,FWD,,,,,,4,4,4,,MPFI
385,2013,"80,000 kms",First Owner,Diesel,Manual,Hyderabad,5.5 Lakh*,Maruti,23.4 kmpl,1248 CC,74bhp,4000rpm,5,Grey,5 Speed,FWD,,,,,,4,4,4,,CRDI
386,2017,"84,340 kms",First Owner,Diesel,Manual,Hyderabad,5.5 Lakh*,Honda,25.8 kmpl,1498 CC,98.6 bhp,,5,Maroon,5 Speed,,,,,,,,,,,
387,2012,"76,000 kms",First Owner,Diesel,Manual,Hyderabad,5.5 Lakh*,Hyundai,22.32 kmpl,1582 CC,126.32bhp,4000rpm,5,White,6 Speed,FWD,,,,,,4,4,4,DOHC,CRDI
388,2014,"92,000 kms",First Owner,Diesel,Manual,Hyderabad,5.55 Lakh*,Nissan,20.45 kmpl,1461 CC,83.8bhp,3750rpm,5,Green,5 Speed,,,,,,,5,4,4,DOHC,CRDi
389,2014,"92,000 kms",First Owner,Diesel,Manual,Hyderabad,5.55 Lakh*,Nissan,20.45 kmpl,1461 CC,83.8bhp,3750rpm,5,Grey,5 Speed,,,Disc,Drum,156 Kmph,14 Seconds,5,4,4,DOHC,CRDi
390,2018,"32,230 kms",First Owner,Diesel,Manual,Hyderabad,5.6 Lakh*,Hyundai,24.0 kmpl,1186 CC,73.97bhp,4000rpm,5,white and black,5 Speed,,,,,,,,3,4,DOHC,CRDi
391,2006,"1,90,417 kms",First Owner,Diesel,Manual,Hyderabad,5.6 Lakh*,Toyota,12.8 kmpl,2494 CC,102,"3,600 (PS",7,Silver,5 Speed,,,,,,,5,4,4,DOHC,CRDI
392,2016,"80,421 kms",First Owner,Diesel,Manual,Hyderabad,5.65 Lakh*,Maruti,25.2 kmpl,1248 CC,74bhp,4000rpm,5,Grey,5 Speed,,,,,,,5,4,4,DOHC,CRDI
393,2008,"1,02,358 kms",First Owner,Diesel,Manual,Hyderabad,5.65 Lakh*,Toyota,12.8 kmpl,2494 CC,102,"3,600 (PS",8,Silver,5 Speed,,,,,,,5,4,4,DOHC,CRDI
394,2018,"86,000 kms",First Owner,Diesel,Manual,Hyderabad,5.65 Lakh*,Honda,25.8 kmpl,1498 CC,98.6bhp,3600rpm,5,White,5 Speed,,,,,,,4,4,4,DOHC,CRDi
395,2016,"53,000 kms",Second Owner,Petrol,Manual,Hyderabad,5.65 Lakh*,Honda,18.7 kmpl,1199 CC,88.7bhp,6000rpm,5,Orange,5 Speed,FWD,,,Drum,172 Kmph,13.7 Seconds,5,4,4,SOHC,PGM - Fi
396,2017,"49,279 kms",First Owner,Petrol,Automatic,Hyderabad,5.67 Lakh*,Tata,23.84 kmpl,1199 CC,83.83bhp,6000rpm,5,Golden,5 Speed,FWD,,,,,,,3,4,DOHC,MPFi
397,2016,"58,645 kms",First Owner,Diesel,Manual,Hyderabad,5.7 Lakh*,Hyundai,22.54 kmpl,1396 CC,88.73bhp,4000rpm,5,White,6 Speed,,,,Drum,180 Kmph,11.9 Seconds,5,4,4,DOHC,CRDI
398,2012,"95,250 kms",First Owner,Diesel,Manual,Hyderabad,5.7 Lakh*,Hyundai,22.32 kmpl,1582 CC,126.32bhp,4000rpm,5,Maroon,6 Speed,FWD,,,,,10.62 Seconds,4,4,4,DOHC,CRDI
399,2017,"19,959 kms",First Owner,Petrol,Manual,Hyderabad,5.74 Lakh*,Maruti,20.89 kmpl,1197 CC,81.80 bhp,,5,Uptown redroof black,5 Speed,FWD,,,,,,,,,,
400,2012,"88,000 kms",First Owner,Diesel,Manual,Hyderabad,5.75 Lakh*,Toyota,21.43 kmpl,1364 CC,87.2bhp,3800rpm,5,White,6 Speed,FWD,,,,,11.8 Seconds,4,4,4,DOHC,CRDi
401,2015,"70,000 kms",First Owner,Diesel,Manual,Hyderabad,5.75 Lakh*,Mahindra,18.49 kmpl,1493 CC,100 bhp,,7,Blue,5 Speed,RWD,,,,,,,,,,
402,2012,"1,24,000 kms",First Owner,Diesel,Manual,Hyderabad,5.75 Lakh*,Maruti,20.77 kmpl,1248 CC,88.76bhp,4000rpm,7,Grey,5 Speed,FWD,,,,,15 Seconds,5,4,4,DOHC,CRDI
403,2015,"1,03,292 kms",First Owner,Diesel,Manual,Hyderabad,5.75 Lakh*,Volkswagen,20.14 kmpl,1498 CC,88bhp,4200rpm,5,Blue,5 Speed,,,,,,,5,4,4,DOHC,Direct Injection
404,2014,"75,000 kms",First Owner,Diesel,Manual,Hyderabad,5.75 Lakh*,Toyota,23.59 kmpl,1364 CC,67.06bhp,3800rpm,5,Grey,5 Speed,FWD,,,,,,,4,2,SOHC,CRDi
405,2011,"51,000 kms",First Owner,Petrol,Automatic,Hyderabad,5.75 Lakh*,Honda,15.6 kmpl,1497 CC,116.3 bhp,,5,urban titanium,5 Speed AT+ Paddle Shifters,FWD,,,,,,,,,,
406,2017,"30,400 kms",First Owner,Petrol,Manual,Hyderabad,5.75 Lakh*,Volkswagen,17.0 kmpl,1198 CC,73.75bhp,5400rpm,5,Blue,5 Speed,,,,,,,,3,4,DOHC,MPFI
407,2014,"85,421 kms",First Owner,Diesel,Manual,Hyderabad,5.75 Lakh*,Ford,22.7 kmpl,1498 CC,89.84bhp,3750rpm,5,White,5 Speed,FWD,,,,,13.5 Seconds,5,4,2,SOHC,Direct Injection
408,2015,"5,80,000 kms",First Owner,Petrol,Automatic,Hyderabad,5.8 Lakh*,Hyundai,18.9 kmpl,1197 CC,82 bhp,,5,Grey,4 Speed,FWD,,,,,,,,,,
409,2015,"1,57,000 kms",First Owner,Diesel,Manual,Hyderabad,5.85 Lakh*,Mahindra,18.49 kmpl,1493 CC,100 bhp,,7,White,5 Speed,,,,,,,,,,,
410,2015,"92,341 kms",First Owner,Diesel,Manual,Hyderabad,5.85 Lakh*,Hyundai,21.19 kmpl,1396 CC,88.73bhp,4000rpm,5,Maroon,6 Speed,FWD,,,,,,5,4,4,DOHC,CRDI
411,2013,"80,000 kms",First Owner,Diesel,Manual,Hyderabad,5.85 Lakh*,Maruti,28.4 kmpl,1248 CC,74.02bhp,4000rpm,5,Grey,5 Speed,FWD,,,Drum,,13.03 Seconds,4,4,4,DOHC,CRDI
412,2013,"72,000 kms",First Owner,Diesel,Manual,Hyderabad,5.85 Lakh*,Hyundai,22.32 kmpl,1582 CC,126.32bhp,4000rpm,5,Silver,6 Speed,FWD,,,Disc,190km/hr,10.62 Seconds,4,4,4,DOHC,CRDI
413,2014,"67,604 kms",First Owner,Diesel,Manual,Hyderabad,5.85 Lakh*,Maruti,26.21 kmpl,1248 CC,88.5bhp,4000rpm,5,Red,5 Speed,,,,Drum,160 kmph,15 Seconds,4,4,4,DOHC,CRDI
414,2017,"48,676 kms",First Owner,Petrol,Manual,Hyderabad,5.89 Lakh*,Ford,18.16 kmpl,1196 CC,86.8 bhp,,5,White,5 Speed,FWD,,,,,,,,,,
415,2015,"68,289 kms",First Owner,Diesel,Manual,Hyderabad,5.9 Lakh*,Volkswagen,20.14 kmpl,1498 CC,88.8 bhp,,5,Orange,5 Speed,FWD,,,,,,,,,,
416,2012,"1,20,000 kms",First Owner,Diesel,Manual,Hyderabad,5.9 Lakh*,Hyundai,22.32 kmpl,1582 CC,126.32bhp,4000rpm,5,Black,6 Speed,FWD,,,,,10.62 Seconds,4,4,4,DOHC,CRDI
417,2017,"39,150 kms",First Owner,Petrol,Manual,Hyderabad,5.95 Lakh*,Hyundai,18.9 kmpl,1197 CC,81.86 bhp,,5,Silver,5 Speed,FWD,,,,,,,,,,
418,2015,"80,000 kms",First Owner,Diesel,Automatic,Hyderabad,5.95 Lakh*,Skoda,21.66 kmpl,1498 CC,103.52 bhp,,5,White,7 Speed,FWD,,,,,,,,,,
419,2013,"1,00,000 kms",First Owner,Diesel,Manual,Hyderabad,5.95 Lakh*,Ford,22.7 kmpl,1498 CC,89.84bhp,3750rpm,5,Silver,5 Speed,FWD,,,,182 Kmph,13.5 Seconds,5,4,2,SOHC,Direct Injection
420,2015,"92,620 kms",First Owner,Diesel,Manual,Hyderabad,5.95 Lakh*,Ford,21.7 kmpl,1498 CC,98.96 bhp,,5,White,5 Speed,FWD,,,,,,,4,4,SOHC,Direct Injection
421,2017,"59,891 kms",First Owner,Petrol,Manual,Hyderabad,5.95 Lakh*,Maruti,20.4 kmpl,1197 CC,81.80bhp,6000rpm,5,Grey,5 Speed,,,,,,12.6 Seconds,5,4,4,DOHC,MPFI
422,2015,"83,000 kms",First Owner,Diesel,Manual,Hyderabad,5.99 Lakh*,Honda,26.0 kmpl,1498 CC,98.6 bhp,,5,golden brown,6 Speed,,,,,,,,,,,
423,2016,"68,000 kms",First Owner,Diesel,Manual,Hyderabad,5.99 Lakh*,Volkswagen,20.14 kmpl,1498 CC,88 bhp,,5,White,5 Speed,FWD,,,,,,,,,,
424,2015,"83,473 kms",First Owner,Diesel,Manual,Hyderabad,5.99 Lakh*,Maruti,28.4 kmpl,1248 CC,74 bhp,,5,Grey,5,FWD,,,,,,,,,,
425,2017,"20,600 kms",First Owner,Petrol,Manual,Hyderabad,5.99 Lakh*,Ford,18.12 kmpl,1196 CC,86.8bhp,6300rpm,5,Red,5 Speed,FWD,,,Drum,157 Kmph,15.7 Seconds,4,4,4,DOHC,Direct Injection
426,2016,"88,000 kms",First Owner,Petrol,Manual,Hyderabad,5.99 Lakh*,Maruti,23.26 kmpl,1197 CC,88.50 bhp,,5,magma grey,5 Speed,,,,,,,,,,,
427,2010,"1,14,505 kms",First Owner,Diesel,Manual,Hyderabad,6 Lakh*,Tata,13.7 kmpl,2179 CC,138.1 bhp,,7,White,5 Speed,AWD,,,,,,,,,,
428,2018,"50,000 kms",First Owner,Diesel,Manual,Hyderabad,6 Lakh*,Hyundai,22.54 kmpl,1396 CC,88.73bhp,4000rpm,5,White,6 Speed,FWD,,,,,,,4,4,DOHC,CRDI
429,2017,"81,578 kms",First Owner,Petrol,Manual,Hyderabad,6 Lakh*,Maruti,20.85 kmpl,1197 CC,83.14 bhp,,5,Silver,5 Speed,,,,,,,,,,,
430,2015,"80,000 kms",First Owner,Diesel,Manual,Hyderabad,6 Lakh*,Maruti,28.4 kmpl,1248 CC,74.02bhp,4000rpm,5,Grey,5 Speed,,,,,,,4,4,4,DOHC,CRDI
431,2015,"59,000 kms",First Owner,Diesel,Manual,Hyderabad,6 Lakh*,Volkswagen,20.14 kmpl,1498 CC,88bhp,4200rpm,5,Red,5 Speed,FWD,,Disc,Drum,163 Kmph,16.1 Seconds,5,4,4,DOHC,Direct Injection
