index,year,kms,owners,vehicle,manual,location,amount,brand,mileage,engine,maxPower,maxPowerRPM,seats,Color,GearBox,driveType,SteeringType,FrontBrkType,RearBrkType,TopSpeed,acceleration,Doors,no_cyclinders,no_valves,valveConfig,fuelSupply
61,2010,"1,10,000 kms",Second Owner,Petrol,Manual,Hyderabad,2.45 Lakh*,Hyundai,16.2 kmpl,1599 CC,103.2 PS at 5500 RPM,,5,White,Five Speed Manual Transmission,Two Wheel Drive,,Disc,Drum,195 kmph,12.07 seconds,4,4,4,,
62,2009,"72,000 kms",First Owner,Petrol,Manual,Hyderabad,2.45 Lakh*,Maruti,18.9 kmpl,1061 CC,67bhp,6200rpm,5,Silver,5 Speed,FWD,,,Drum,,,4,3,4,null,MPFI
63,2016,"50,000 kms",Second Owner,Petrol,Manual,Hyderabad,2.45 Lakh*,Hyundai,21.1 kmpl,814 CC,55.2bhp,5500rpm,5,,5 Speed,FWD,,,Drum,135 Kmph,19 Seconds,5,3,3,SOHC,MPFI
64,2008,"45,000 kms",First Owner,Petrol,Manual,Hyderabad,2.45 Lakh*,Hyundai,19.81 kmpl,1086 CC,68.05bhp,5500rpm,5,Red,5 Speed,,,,Drum,165 Kmph,14.3 Seconds,5,4,3,SOHC,MPFI
65,2007,"63,251 kms",First Owner,Petrol,Manual,Hyderabad,2.45 Lakh*,Hyundai,19.81 kmpl,1086 CC,68.05bhp,5500rpm,5,Red,5 Speed,,Power,Ventilated Disc,Drum,165 Kmph,14.3 Seconds,5,4,3,SOHC,MPFI
66,2005,"1,74,000 kms",First Owner,Petrol,Manual,Hyderabad,2.45 Lakh*,Toyota,13.4 kmpl,1794 CC,125,"6,000 (PS",5,White,5 Speed,,,,,191.7 kmph,9.89 seconds,4,4,4,DOHC,EFI (Electronic Fuel Injection)
67,2007,"3,02,000 kms",First Owner,Diesel,Manual,Hyderabad,2.45 Lakh*,Skoda,18.7 kmpl,1896 CC,66(90) / 4000,,5,Grey,5 Speed,FWD,Power,Disc,Drum,188 kmph,13.5 Second,4,4,4,DOHC,Direct Injection
68,2010,"88,290 kms",First Owner,Petrol,Manual,Hyderabad,2.48 Lakh*,Hyundai,17.92 kmpl,1086 CC,62.1bhp,5500rpm,5,Black,5 Speed,FWD,Power,Ventilated Disc,Drum,,,5,3,4,SOHC,MPFI
69,2009,"1,20,000 kms",Second Owner,Diesel,Manual,Hyderabad,2.5 Lakh*,Mahindra,13.6 kmpl,2523 CC,63 HP at 3200 rpm,,7,Grey,5 Speed,2WD,Power,Disc,Drum,117 kmph,30.3 seconds,5,4,4,,Direct Injection
70,2007,"76,000 kms",First Owner,Petrol,Automatic,Hyderabad,2.5 Lakh*,Hyundai,0.0 kmpl,999 CC,null,,5,Silver,,,Power,,,,,5,4,4,null,null
71,2011,"62,000 kms",First Owner,Diesel,Manual,Hyderabad,2.5 Lakh*,Fiat,20.3 kmpl,1248 CC,75bhp,4000rpm,5,Black,5-Speed,FWD,Power,Ventilated Disc,Drum,,,5,4,4,DOHC,Direct Injection
72,2007,"1,10,000 kms",First Owner,Diesel,Manual,Hyderabad,2.5 Lakh*,Skoda,18.7 kmpl,1896 CC,66(90) / 4000,,5,beige,5 Speed,FWD,Power,Disc,Drum,188 kmph,13.5 Second,4,4,4,DOHC,Direct Injection
73,2010,"39,292 kms",First Owner,Petrol,Manual,Hyderabad,2.5 Lakh*,Maruti,20.92 kmpl,998 CC,67.1 bhp,,5,Silver,5 Speed,FWD,,,,,,,,,,
74,2008,"56,321 kms",First Owner,Petrol,Manual,Hyderabad,2.5 Lakh*,Hyundai,16.0 kmpl,1086 CC,66.7 ," 5,500 (PS",5,Red,5 Speed,,Power,Disc,Drum,,,5,4,0,,
75,2008,"45,000 kms",First Owner,Petrol,Manual,Hyderabad,2.5 Lakh*,Hyundai,19.81 kmpl,1086 CC,68.05bhp,5500rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,165 Kmph,14.3 Seconds,5,4,3,SOHC,MPFI
76,2011,"45,000 kms",First Owner,Petrol,Manual,Hyderabad,2.55 Lakh*,Maruti,20.92 kmpl,998 CC,67.1bhp,6200rpm,5,Golden,5 Speed,FWD,Power,Ventilated Disc,Drum,,13.3 Seconds,5,3,4,,
77,2013,"1,00,000 kms",Third Owner,LPG,Manual,Hyderabad,2.55 Lakh*,Hyundai,21.1 km/kg,814 CC,55.2bhp,5500rpm,5,,5 Speed,FWD,Power,Disc,Drum,135 Kmph,19 Seconds,5,3,3,SOHC,MPFI+LPG
78,2010,"87,147 kms",First Owner,Petrol,Manual,Hyderabad,2.59 Lakh*,Ford,15.6 kmpl,1196 CC,70bhp,6250rpm,5,Chill,5 Speed,Front Wheel Drive,,,,,,5,4,4,DOHC,SEFI
79,2012,"71,119 kms",First Owner,Diesel,Manual,Hyderabad,2.6 Lakh*,Ford,20.0 kmpl,1399 CC,68.05bhp,4000rpm,5,Grey,5 Speed,,,,,,,,4,2,SOHC,Common Rail
80,2011,"34,000 kms",First Owner,Petrol,Manual,Hyderabad,2.6 Lakh*,Maruti,20.92 kmpl,998 CC,67.1bhp,6200rpm,5,Golden,5 Speed,FWD,,,,,,,3,4,,
81,2010,"81,168 kms",First Owner,Diesel,Manual,Hyderabad,2.64 Lakh*,Ford,20.0 kmpl,1399 CC,68.05bhp,4000rpm,5,Black,5 Speed,,,,,,,,4,2,SOHC,Common Rail
82,2012,"62,676 kms",First Owner,Petrol,Manual,Hyderabad,2.64 Lakh*,Maruti,19.7 kmpl,796 CC,46.3 bhp,,5,Silver,5 Speed,FWD,,,,,,,,,,
83,2009,"91,815 kms",First Owner,Petrol,Manual,Hyderabad,2.65 Lakh*,Hyundai,17.01 kmpl,1591 CC,121.3bhp,6300rpm,5,Gold,5 Speed,FWD,,,,,,4,4,4,DOHC,MPFI
84,2011,"65,000 kms",First Owner,Petrol,Manual,Hyderabad,2.65 Lakh*,Maruti,20.92 kmpl,998 CC,67.1bhp,6200rpm,5,White,5 Speed,FWD,,,,,13.3 Seconds,5,3,4,,
85,2008,"70,000 kms",Third Owner,Petrol,Automatic,Hyderabad,2.7 Lakh*,Hyundai,11.0 kmpl,2359 CC,165 ," 5,800 (PS",5,,4 Speed,,,,,,,,4,4,DOHC,MPFI
86,2012,"55,230 kms",First Owner,Petrol,Manual,Hyderabad,2.74 Lakh*,Maruti,20.92 kmpl,998 CC,67.1bhp,6200rpm,5,Silver,5 Speed,FWD,,,,,,,3,4,,
87,2009,"1,20,000 kms",Second Owner,Diesel,Manual,Hyderabad,2.5 Lakh*,Mahindra,13.6 kmpl,2523 CC,63 HP at 3200 rpm,,7,Grey,5 Speed,2WD,,,,,,5,4,4,,Direct Injection
88,2007,"76,000 kms",First Owner,Petrol,Automatic,Hyderabad,2.5 Lakh*,Hyundai,0.0 kmpl,999 CC,null bhp,,5,Silver,,,Power,,,,,,,,null,null
89,2011,"62,000 kms",First Owner,Diesel,Manual,Hyderabad,2.5 Lakh*,Fiat,20.3 kmpl,1248 CC,75bhp,4000rpm,5,Black,5-Speed,FWD,,,,,,5,4,4,DOHC,Direct Injection
90,2007,"1,10,000 kms",First Owner,Diesel,Manual,Hyderabad,2.5 Lakh*,Skoda,18.7 kmpl,1896 CC,66(90) / 4000,,5,beige,5 Speed,,,,,,,4,4,4,DOHC,Direct Injection
91,2010,"39,292 kms",First Owner,Petrol,Manual,Hyderabad,2.5 Lakh*,Maruti,20.92 kmpl,998 CC,67.1bhp,6200rpm,5,Silver,5 Speed,FWD,,,,,,5,3,4,,
92,2008,"56,321 kms",First Owner,Petrol,Manual,Hyderabad,2.5 Lakh*,Hyundai,16.0 kmpl,1086 CC,66.7 ," 5,500 (PS",5,Red,5 Speed,,,,,,,,4,0,,
93,2008,"45,000 kms",First Owner,Petrol,Manual,Hyderabad,2.5 Lakh*,Hyundai,19.81 kmpl,1086 CC,68.05bhp,5500rpm,5,White,5 Speed,,,,,,,5,4,3,SOHC,MPFI
94,2011,"45,000 kms",First Owner,Petrol,Manual,Hyderabad,2.55 Lakh*,Maruti,20.92 kmpl,998 CC,67.1bhp,6200rpm,5,Golden,5 Speed,FWD,,,,,,,3,4,,
95,2013,"1,00,000 kms",Third Owner,LPG,Manual,Hyderabad,2.55 Lakh*,Hyundai,21.1 km/kg,814 CC,55.2bhp,5500rpm,5,,5 Speed,FWD,,,,,,5,3,3,SOHC,MPFI+LPG
96,2010,"87,147 kms",First Owner,Petrol,Manual,Hyderabad,2.59 Lakh*,Ford,15.6 kmpl,1196 CC,70bhp,6250rpm,5,Chill,5 Speed,Front Wheel Drive,,,,,,5,4,4,DOHC,SEFI
97,2012,"71,119 kms",First Owner,Diesel,Manual,Hyderabad,2.6 Lakh*,Ford,20.0 kmpl,1399 CC,68.05bhp,4000rpm,5,Grey,5 Speed,,,,,,,,4,2,SOHC,Common Rail
98,2011,"34,000 kms",First Owner,Petrol,Manual,Hyderabad,2.6 Lakh*,Maruti,20.92 kmpl,998 CC,67.1bhp,6200rpm,5,Golden,5 Speed,FWD,,,,,,,3,4,,
99,2010,"81,168 kms",First Owner,Diesel,Manual,Hyderabad,2.64 Lakh*,Ford,20.0 kmpl,1399 CC,68.05 bhp,,5,Black,5 Speed,,,,,,,,,,,
100,2012,"62,676 kms",First Owner,Petrol,Manual,Hyderabad,2.64 Lakh*,Maruti,19.7 kmpl,796 CC,46.3bhp,6200rpm,5,Silver,5 Speed,FWD,,,,,,5,3,4,SOHC,MPFI
101,2009,"91,815 kms",First Owner,Petrol,Manual,Hyderabad,2.65 Lakh*,Hyundai,17.01 kmpl,1591 CC,121.3bhp,6300rpm,5,Gold,5 Speed,FWD,,,,,,4,4,4,DOHC,MPFI
102,2011,"65,000 kms",First Owner,Petrol,Manual,Hyderabad,2.65 Lakh*,Maruti,20.92 kmpl,998 CC,67.1 bhp,,5,White,5 Speed,FWD,,,,,,,3,4,,
103,2008,"70,000 kms",Third Owner,Petrol,Automatic,Hyderabad,2.7 Lakh*,Hyundai,11.0 kmpl,2359 CC,165 ," 5,800 (PS",5,,4 Speed,,,,,,,4,4,4,DOHC,MPFI
104,2012,"55,230 kms",First Owner,Petrol,Manual,Hyderabad,2.74 Lakh*,Maruti,20.92 kmpl,998 CC,67.1bhp,6200rpm,5,Silver,5 Speed,FWD,,,,,,5,3,4,,
105,2008,"86,000 kms",First Owner,Petrol,Manual,Hyderabad,2.75 Lakh*,Maruti,16.1 kmpl,1298 CC,88.2,6000 (PS,5,Silver,5 Speed,,,,,,,5,4,4,,MPFI
106,2008,"86,000 kms",First Owner,Petrol,Manual,Hyderabad,2.75 Lakh*,Maruti,,,,,,,,,,,,,,,,,,
107,2013,"86,000 kms",First Owner,Diesel,Manual,Hyderabad,2.75 Lakh*,Ford,20.0 kmpl,1399 CC,68.1bhp,4000rpm,5,Grey,5 Speed,FWD,,,,,,,4,2,SOHC,Common Rail
108,2006,"1,11,000 kms",First Owner,Diesel,Manual,Hyderabad,2.75 Lakh*,Hyundai,16.8 kmpl,1493 CC,110 ," 4,000 (PS",5,Black,5 Speed,,,Ventilated Disc,Disc & Drum,185 kmph,11.2 seconds,4,4,4,DOHC,CRDI
109,2011,"78,000 kms",First Owner,LPG,Manual,Hyderabad,2.75 Lakh*,Hyundai,13.45 km/kg,1086 CC,62.1bhp,5500rpm,5,Maroon,5 Speed,FWD,,,,,,,3,4,SOHC,MPFI
110,2008,"93,000 kms",First Owner,Petrol,Manual,Hyderabad,2.75 Lakh*,Honda,17.7 kmpl,1497 CC,78 ," 5,500 (PS",5,beige,5 Speed,,,,,,,4,4,2,iDSI,PGM-FI (Programmed Fuel Injection)
111,2007,"1,33,000 kms",First Owner,Diesel,Automatic,Hyderabad,2.8 Lakh*,Skoda,11.9 kmpl,2496 CC,163.2,"4,000 (PS",5,Black,5 Speed,,,,,217 kmph,10.3 seconds,4,6,4,DOHC,Direct Injection
112,2011,"81,843 kms",First Owner,Diesel,Manual,Hyderabad,2.85 Lakh*,Ford,20.0 kmpl,1399 CC,68bhp,4000rpm,5,White,5 Speed,Front Wheel Drive,,,,,,5,4,4,SOHC,Common Rail
113,2010,"70,000 kms",First Owner,Diesel,Manual,Hyderabad,2.85 Lakh*,Tata,21.12 kmpl,1248 CC,88.8bhp,4000rpm,5,White,5 Speed,,,,,,,4,4,4,,CRDI
114,2008,"73,000 kms",First Owner,Petrol,Manual,Hyderabad,2.85 Lakh*,Hyundai,19.2 kmpl,1197 CC,80 ," 5,200 (PS",5,Black,4 Speed,,,,,,,,4,4,DOHC,MPFI
115,2010,"88,579 kms",First Owner,Petrol,Manual,Hyderabad,2.85 Lakh*,Hyundai,19.81 kmpl,1086 CC,68.05bhp,5500rpm,5,Silver,5 Speed,,,,,,,5,4,3,SOHC,MPFI
116,2009,"53,214 kms",First Owner,Petrol,Automatic,Hyderabad,2.85 Lakh*,Hyundai,19.2 kmpl,1197 CC,80 bhp,,5,Black,4 Speed,,,,,,,,4,4,DOHC,MPFI
117,2013,"98,000 kms",First Owner,Diesel,Manual,Hyderabad,2.85 Lakh*,Ford,20.0 kmpl,1399 CC,68bhp,4000rpm,5,Silver,5 Speed,Front Wheel Drive,,,,,,5,4,4,SOHC,Common Rail
118,2007,"80,476 kms",First Owner,Petrol,Manual,Hyderabad,2.9 Lakh*,Maruti,,,,,,,,,,,,,,,,,,
119,2011,"1,26,000 kms",Second Owner,Diesel,Manual,Hyderabad,2.9 Lakh*,Volkswagen,20.54 kmpl,1598 CC,103.6bhp,4400rpm,5,Silver,5 Speed,FWD,,,,,,,4,4,DOHC,CRDI
120,2010,"1,20,000 kms",Second Owner,Diesel,Manual,Hyderabad,2.9 Lakh*,Maruti,17.8 kmpl,1248 CC,75 PS , 2000 rpm,5,,5 Speed,,,,,,,5,4,4,DOHC,CRDI
121,2013,"59,000 kms",First Owner,Petrol,Manual,Hyderabad,2.9 Lakh*,Maruti,22.74 kmpl,796 CC,47.3bhp,6000rpm,5,Grey,5 Speed,,,,Drum,140 kmph,19 Seconds,5,3,4,DOHC,MPFi
122,2011,"42,413 kms",First Owner,Petrol,Manual,Hyderabad,2.91 Lakh*,Ford,15.6 kmpl,1196 CC,70bhp,6250rpm,5,Red,5 Speed,Front Wheel Drive,,,,,,5,4,4,DOHC,SEFI
123,2014,"65,000 kms",First Owner,Petrol,Manual,Hyderabad,2.95 Lakh*,Hyundai,20.3 kmpl,998 CC,68.05bhp,6200rpm,5,Grey,5 Speed,,Power,Disc,Drum,140 Kmph,15 Seconds,5,3,4,SOHC,MPFI
124,2010,"1,20,000 kms",Second Owner,Diesel,Manual,Hyderabad,2.95 Lakh*,Maruti,17.8 kmpl,1248 CC,null bhp,,5,Grey,,,Power,,,,,,,4,null,null
125,2010,"56,521 kms",First Owner,Petrol,Manual,Hyderabad,2.95 Lakh*,Maruti,18.5 kmpl,1197 CC,85.80bhp,6000rpm,5,Maroon,5 Speed,,,,,,,,4,4,DOHC,MPFI
126,2009,"83,521 kms",First Owner,Petrol,Manual,Hyderabad,2.95 Lakh*,Hyundai,20.36 kmpl,1197 CC,78.9 bhp,,5,Maroon,5 Speed,FWD,,,,,,,4,4,DOHC,MPFI
127,2011,"62,200 kms",First Owner,Petrol,Manual,Hyderabad,2.95 Lakh*,Ford,15.6 kmpl,1196 CC,70bhp,6250rpm,5,White,5 Speed,Front Wheel Drive,,,,,,5,4,4,DOHC,SEFI
128,2014,"69,000 kms",First Owner,Petrol,Manual,Hyderabad,2.95 Lakh*,Hyundai,21.1 kmpl,814 CC,55.2 bhp,,5,Grey,5 Speed,,,,,,,,,,,
129,2016,"20,492 kms",First Owner,Petrol,Manual,Hyderabad,2.95 Lakh*,Renault,20.71 kmpl,799 CC,53.26bhp,5600rpm,5,Brown,5 Speed,,,,,,,5,3,4,DOHC,MPFi
130,2007,"1,06,000 kms",First Owner,Diesel,Manual,Hyderabad,2.99 Lakh*,Maruti,17.8 kmpl,1248 CC,null bhp,,5,Red,,,Power,,,,,,,,,
131,2017,"12,805 kms",First Owner,Petrol,Manual,Hyderabad,3.02 Lakh*,Datsun,22.5 kmpl,999 CC,67bhp,5500rpm,5,Silver,5-Speed,,,,,,,,3,4,DOHC,MPFi
132,2008,"71,447 kms",First Owner,Petrol,Manual,Hyderabad,3.02 Lakh*,Honda,17.7 kmpl,1497 CC,78 ," 5,500 (PS",5,Silver,5 Speed,,,,,,13.5 seconds,4,4,2,iDSI,PGM-FI (Programmed Fuel Injection)
133,2012,"92,940 kms",First Owner,Petrol,Automatic,Hyderabad,3.03 Lakh*,Maruti,16.98 kmpl,998 CC,66.1bhp,6200rpm,5,White,4 Speed,FWD,,,,,,,3,4,,MPFI
134,2016,"41,987 kms",First Owner,Petrol,Manual,Hyderabad,3.08 Lakh*,Datsun,20.71 kmpl,799 CC,53.64bhp,5600rpm,5,Grey,5-Speed,,,,,,,5,3,4,DOHC,MPFi
135,2015,"56,845 kms",First Owner,Diesel,Manual,Hyderabad,3.1 Lakh*,Mahindra,21.03 kmpl,1461 CC,65bhp,4000rpm,5,Grey,5-Speed,,,,,,,4,4,2,SOHC,CRDI
136,2015,"75,000 kms",First Owner,Petrol,Manual,Hyderabad,3.1 Lakh*,Maruti,22.74 kmpl,796 CC,47.3bhp,6000rpm,5,Blue,5 Speed,,,,,,,5,3,4,DOHC,MPFi
137,2015,"27,000 kms",First Owner,Petrol,Manual,Hyderabad,3.1 Lakh*,Maruti,22.74 kmpl,796 CC,47.3bhp,6000rpm,5,Grey,5 Speed,,,,,,,5,3,4,DOHC,MPFi
138,2011,"2,28,441 kms",First Owner,Diesel,Manual,Hyderabad,3.1 Lakh*,Volkswagen,20.54 kmpl,1598 CC,103.6bhp,4400rpm,5,Silver,5 Speed,,,Disc,Drum,186km/hr,,4,4,4,DOHC,CRDI
139,2015,"32,462 kms",First Owner,Petrol,Manual,Hyderabad,3.13 Lakh*,Maruti,22.74 kmpl,796 CC,47.3 bhp,,5,Silver,5 Speed,,,,,,,,,,,
140,2016,"70,244 kms",First Owner,Petrol,Manual,Hyderabad,3.13 Lakh*,Maruti,22.74 kmpl,796 CC,47.3bhp,6000rpm,5,Green,5 Speed,,,,,,,5,3,4,DOHC,MPFi
141,2007,"1,04,000 kms",First Owner,Diesel,Manual,Hyderabad,3.15 Lakh*,Tata,11.57 kmpl,2179 CC,138.1bhp,4000rpm,7,White,5 Speed,FWD,,,,,,5,4,4,DOHC,CRDi
142,2016,"59,475 kms",First Owner,Petrol,Manual,Hyderabad,3.16 Lakh*,Renault,25.17 kmpl,799 CC,53.3bhp,5678rpm,5,Silver,5 Speed,,,,,,,5,3,4,DOHC,MPFi
143,2009,"66,636 kms",First Owner,Diesel,Manual,Hyderabad,3.2 Lakh*,Maruti,17.8 kmpl,1248 CC,75PS , 2000 rpm,5,Grey,5 Speed,,,,,,,5,4,4,DOHC,MPFI
144,2011,"1,90,000 kms",First Owner,Diesel,Manual,Hyderabad,3.2 Lakh*,Tata,13.7 kmpl,2179 CC,138.1bhp,4000rpm,7,White,5 Speed,FWD,,,,,,5,4,4,,MPFI
145,2011,"69,016 kms",First Owner,Petrol,Manual,Hyderabad,3.2 Lakh*,Hyundai,20.36 kmpl,1197 CC,78.9bhp,6000rpm,5,Golden,5 Speed,FWD,,,,,,,4,4,DOHC,MPFI
146,2014,"87,000 kms",Third Owner,CNG,Manual,Hyderabad,3.2 Lakh*,Maruti,26.6 km/kg,998 CC,58.16bhp,6200rpm,5,,5 Speed,FWD,,,,,,,3,4,DOHC,null
147,2016,"53,649 kms",First Owner,Petrol,Manual,Hyderabad,3.22 Lakh*,Maruti,24.7 kmpl,796 CC,47.3bhp,6000rpm,5,Grey,5 Speed,,,,,,,5,3,4,DOHC,MPFi
148,2013,"39,508 kms",First Owner,Petrol,Manual,Hyderabad,3.22 Lakh*,Hyundai,21.1 kmpl,814 CC,55.2bhp,5500rpm,5,Red,5 Speed,,,,,,,5,3,3,SOHC,MPFI
149,2011,"68,289 kms",First Owner,Petrol,Manual,Hyderabad,3.24 Lakh*,Hyundai,20.36 kmpl,1197 CC,78.9bhp,6000rpm,5,Golden,5 Speed,FWD,,,,,,4,4,4,DOHC,MPFI
150,2011,"75,000 kms",First Owner,Petrol,Manual,Hyderabad,3.25 Lakh*,Hyundai,20.36 kmpl,1197 CC,78.9bhp,6000rpm,5,Silver,5 Speed,FWD,,,,,,,4,4,DOHC,MPFI
151,2009,"1,10,000 kms",First Owner,Petrol,Manual,Hyderabad,3.25 Lakh*,Maruti,19.1 kmpl,1197 CC,85.8 bhp,,5,Silver,5 Speed,FWD,,,,,,,,,,
152,2008,"1,22,321 kms",Second Owner,Diesel,Manual,Hyderabad,3.25 Lakh*,Mahindra,12.05 kmpl,2179 CC,120bhp,4000rpm,7,Black,5 Speed,FWD,,,,,,5,4,4,null,CRDI
153,2011,"51,000 kms",Test Drive Car,Petrol,Manual,Hyderabad,3.25 Lakh*,Hyundai,17.0 kmpl,1197 CC,80 bhp,,5,Silver,5 Speed,FWD,,,,,,,,,,
154,2013,"73,000 kms",First Owner,LPG,Manual,Hyderabad,3.25 Lakh*,Hyundai,19.2 km/kg,1086 CC,68.05bhp,5500rpm,5,Golden,5 Speed,FWD,,,,,,,4,3,SOHC,MPFI+LPG
155,2007,"89,000 kms",First Owner,Petrol,Automatic,Hyderabad,3.25 Lakh*,Honda,20.0 kmpl,1339 CC,108.5bhp,6000rpm,5,White,6 Speed,,,,,,,,8,4,SOHC,null
156,2010,"78,000 kms",First Owner,Diesel,Manual,Hyderabad,3.25 Lakh*,Maruti,17.8 kmpl,1248 CC,null bhp,,5,Red,,,Power,,,,,,,,null,null
157,2008,"97,000 kms",First Owner,Petrol,Manual,Hyderabad,3.25 Lakh*,Honda,17.7 kmpl,1497 CC,78 ," 5,500 (PS",5,Grey,5 Speed,,,,,,,4,4,2,iDSI,PGM-FI (Programmed Fuel Injection)
158,2002,"1,35,000 kms",First Owner,Petrol,Manual,Hyderabad,3.3 Lakh*,Mercedes-Benz,0.0 kmpl,,,,5,Blue,,,Power,,,,,4,,,,
159,2011,"51,000 kms",Test Drive Car,Petrol,Manual,Hyderabad,3.3 Lakh*,Hyundai,17.0 kmpl,1197 CC,80 PS at 5200 rpm,,5,Silver,5 Speed,FWD,,,,,,5,4,4,DOHC,MPFI
160,2016,"41,242 kms",First Owner,Petrol,Manual,Hyderabad,3.3 Lakh*,Datsun,22.5 kmpl,999 CC,67bhp,5500rpm,5,Grey,5-Speed,,,,,,,,3,4,DOHC,MPFi
161,2011,"1,60,000 kms",Third Owner,Petrol,Manual,Hyderabad,3.3 Lakh*,Hyundai,17.1 kmpl,1591 CC,121.3 bhp,,5,,5 Speed,FWD,,,,,,,,,,
162,2018,"15,000 kms",First Owner,Petrol,Manual,Hyderabad,3.3 Lakh*,Datsun,22.5 kmpl,999 CC,67 bhp,,5,,5-Speed,2WD,,,,,,,3,4,DOHC,MPFi
163,2008,"89,000 kms",First Owner,Petrol,Manual,Hyderabad,3.3 Lakh*,Maruti,19.1 kmpl,1197 CC,85.8bhp,6000rpm,5,Golden,5 Speed,FWD,,,,,12.6 Seconds,4,4,4,,MPFI
164,2010,"72,392 kms",First Owner,Petrol,Manual,Hyderabad,3.3 Lakh*,Hyundai,20.36 kmpl,1197 CC,78.9bhp,6000rpm,5,Red,5 Speed,FWD,,,,,,,4,4,DOHC,MPFI
165,2015,"44,639 kms",First Owner,Petrol,Manual,Hyderabad,3.34 Lakh*,Hyundai,21.1 kmpl,814 CC,55.2bhp,5500rpm,5,Grey,5 Speed,,,Disc,Drum,135 Kmph,19 Seconds,5,3,3,SOHC,MPFI
166,2012,"79,000 kms",First Owner,Petrol,Manual,Hyderabad,3.35 Lakh*,Hyundai,20.36 kmpl,1197 CC,78.9bhp,6000rpm,5,Grey,5 Speed,FWD,,,,,,,4,4,DOHC,MPFI
167,2009,"65,000 kms",First Owner,Petrol,Manual,Hyderabad,3.35 Lakh*,Honda,17.0 kmpl,1497 CC,"118PS at 6,600 rpm",,5,Grey,5 Speed,,,,,,,4,4,4,SOHC,EFI (Electronic Fuel Injection)
168,2009,"52,473 kms",First Owner,Petrol,Manual,Hyderabad,3.39 Lakh*,Hyundai,20.36 kmpl,1197 CC,78.9bhp,6000rpm,5,Red,5 Speed,FWD,,,,,,4,4,4,DOHC,MPFI
169,2010,"80,080 kms",Second Owner,Diesel,Automatic,Hyderabad,3.45 Lakh*,Chevrolet,18.1 kmpl,1991 CC,147.9bhp,4000rpm,4,White,6 Speed,,,,,,,,4,4,SOHC,CRDI
170,2009,"68,348 kms",First Owner,Petrol,Manual,Hyderabad,3.45 Lakh*,Maruti,16.1 kmpl,1298 CC,88.2,6000 (PS,5,Black,5 Speed,,,,,,,5,4,4,,MPFI
171,2014,"78,129 kms",First Owner,Diesel,Manual,Hyderabad,3.45 Lakh*,Mahindra,21.03 kmpl,1461 CC,65bhp,4000rpm,5,Silver,5-Speed,,,,,,,4,4,2,SOHC,CRDI
172,2012,"55,000 kms",First Owner,Petrol,Manual,Hyderabad,3.45 Lakh*,Hyundai,20.36 kmpl,1197 CC,78.9bhp,6000rpm,5,Red,5 Speed,FWD,,,,,,,4,4,DOHC,MPFI
173,2018,"12,012 kms",First Owner,Petrol,Manual,Hyderabad,3.45 Lakh*,Maruti,22.74 kmpl,796 CC,47.3bhp,6000rpm,5,Grey,5 Speed,,,,,,,5,3,4,DOHC,MPFi
174,2013,"55,000 kms",First Owner,Diesel,Manual,Hyderabad,3.45 Lakh*,Ford,20.0 kmpl,1399 CC,68.05bhp,4000rpm,5,Grey,5 Speed,FWD,,,,,,,4,2,SOHC,Common Rail
175,2009,"49,700 kms",First Owner,Petrol,Manual,Hyderabad,3.49 Lakh*,Hyundai,19.2 kmpl,1197 CC,80 ," 5,200 (PS",5,Grey,4 Speed,,,,,,,,4,4,DOHC,MPFI
176,2011,"53,000 kms",First Owner,Diesel,Manual,Hyderabad,3.5 Lakh*,Ford,17.8 kmpl,1399 CC,68 ," 4,000 (PS",5,Black,5 Speed,FWD,,,,156 kmph,17.6 seconds,4,4,2,SOHC,CRDI
177,2006,"1,20,000 kms",Third Owner,Diesel,Manual,Hyderabad,3.5 Lakh*,Toyota,12.8 kmpl,2494 CC,102,"3,600 (PS",8,,5 Speed,,Manual,,,,,5,4,4,DOHC,CRDI
178,2011,"75,000 kms",First Owner,Diesel,Manual,Hyderabad,3.5 Lakh*,Maruti,22.9 kmpl,1248 CC,74bhp,4000rpm,5,White,5 Speed,FWD,,,,,,5,4,4,DOHC,CRDI
179,2012,"45,000 kms",First Owner,Petrol,Manual,Hyderabad,3.5 Lakh*,Hyundai,20.36 kmpl,1197 CC,78.9bhp,6000rpm,5,Silver,5 Speed,FWD,,,,,,,4,4,DOHC,MPFI
180,2014,"70,000 kms",First Owner,Diesel,Manual,Hyderabad,3.5 Lakh*,Mahindra,14.95 kmpl,2489 CC,93.7bhp,3600rpm,7,,5 Speed,RWD,,,,,,5,4,2,SOHC,Common Rail
181,2008,"71,198 kms",First Owner,Petrol,Manual,Hyderabad,3.51 Lakh*,Maruti,17.5 kmpl,1298 CC,85.8bhp,6000rpm,5,Red,5 Speed,2 WD,,Ventilated Disc,Drum,,,4,4,4,SOHC,MPFI
182,2012,"65,253 kms",First Owner,LPG,Manual,Hyderabad,3.51 Lakh*,Hyundai,19.0 km/kg,1086 CC,68.1bhp,5500rpm,5,Black,5 Speed,FWD,,,,,,,4,3,SOHC,MPFI+LPG
183,2013,"82,000 kms",First Owner,Petrol,Manual,Hyderabad,3.55 Lakh*,Hyundai,20.36 kmpl,1197 CC,78.9bhp,6000rpm,5,Silver,5 Speed,FWD,,,,,,,4,4,DOHC,MPFI
