index,year,kms,owners,vehicle,manual,location,amount,brand,mileage,engine,maxPower,maxPowerRPM,seats,Color,GearBox,driveType,SteeringType,FrontBrkType,RearBrkType,TopSpeed,acceleration,Doors,no_cyclinders,no_valves,valveConfig,fuelSupply
700,2017,"40,000 kms",First Owner,Petrol,Manual,Bangalore,6.95 Lakh*,Volkswagen,16.2 kmpl,1199 CC,74bhp,5400rpm,5,Red,5 Speed,,,Disc,Drum,165 kmph,14.2 Seconds,5,3,4,DOHC,MPFI
701,2016,"47,088 kms",First Owner,Petrol,Manual,Bangalore,6.95 Lakh*,Maruti,20.85 kmpl,1197 CC,83.14 bhp,,5,Brown,5 Speed,,,,,,,,,,,
702,2017,"32,502 kms",First Owner,Petrol,Manual,Bangalore,6.95 Lakh*,Hyundai,18.6 kmpl,1197 CC,81.83bhp,6000rpm,5,Red,5 Speed,FWD,,,Drum,170 Kmph,13.2 Seconds,5,4,4,DOHC,MPFI
703,2012,"1,20,109 kms",First Owner,Diesel,Manual,Bangalore,6.95 Lakh*,Mahindra,16.0 kmpl,2179 CC,140bhp,3750rpm,7,Silver,6 Speed,,Power,Disc,Disc,185 Kmph,10 Seconds,5,4,4,DOHC,Direct Injection
704,2016,"1,25,003 kms",First Owner,Diesel,Manual,Bangalore,6.99 Lakh*,Maruti,24.3 kmpl,1248 CC,88.5bhp,4000rpm,5,Grey,5 Speed,,,,,,12.36 Seconds,5,4,4,DOHC,CRDi
705,2006,"80,000 kms",Second Owner,Diesel,Manual,Bangalore,7 Lakh*,Toyota,12.8 kmpl,2494 CC,102,"3,600 (PS",8,Silver,5 Speed,,,,,,,5,4,4,DOHC,CRDI
706,2018,"10,613 kms",First Owner,Petrol,Automatic,Bangalore,7 Lakh*,Maruti,20.89 kmpl,1197 CC,81.80 bhp,,5,Maroon,5 Speed,FWD,,,,,,,,,,
707,2017,"59,000 kms",First Owner,Diesel,Manual,Bangalore,7 Lakh*,Maruti,25.2 kmpl,1248 CC,74bhp,4000rpm,5,Grey,5 Speed,,,Ventilated Disc,Drum,155 Kmph,14.8 Seconds,5,4,4,DOHC,CRDI
708,2014,"90,000 kms",First Owner,Diesel,Manual,Bangalore,7 Lakh*,Maruti,20.77 kmpl,1248 CC,88.76bhp,4000rpm,7,Grey,5 Speed,,,Disc,Drum,160 kmph,13.3 Seconds,5,4,4,DOHC,CRDI
709,2018,"46,000 kms",First Owner,Petrol,Automatic,Bangalore,7 Lakh*,Maruti,22.0 kmpl,1197 CC,81.80 bhp,,5,Grey,5,,,,,,,,,,,
710,2017,"66,563 kms",First Owner,Petrol,Manual,Bangalore,7 Lakh*,Maruti,21.01 kmpl,1197 CC,81.80 bhp,,5,Grey,5 Speed,,,,,,,,,,,
711,2018,"19,749 kms",Second Owner,Petrol,Automatic,Bangalore,7 Lakh*,Honda,18.3 kmpl,1199 CC,88.76bhp,6000rpm,5,White,CVT,FWD,,,,,,,4,4,SOHC,MPFi
712,2017,"60,000 kms",First Owner,Diesel,Manual,Bangalore,7 Lakh*,Hyundai,22.54 kmpl,1396 CC,88.73 bhp,,5,,6 Speed,FWD,,,,,,,,,,
713,2014,"90,271 kms",First Owner,Diesel,Manual,Bangalore,7 Lakh*,Maruti,20.77 kmpl,1248 CC,88.76bhp,4000rpm,7,Grey,5 Speed,,,,,,13.3 Seconds,5,4,4,DOHC,CRDI
714,2016,"41,190 kms",First Owner,Diesel,Automatic,Bangalore,6.95 Lakh*,Volkswagen,22.0 kmpl,1498 CC,108.495bhp,4000rpm,5,White,7 Speed,FWD,Power,Ventilated Disc,Drum,,,4,4,4,DOHC,CRDI
715,2017,"40,000 kms",First Owner,Petrol,Manual,Bangalore,6.95 Lakh*,Volkswagen,16.2 kmpl,1199 CC,74 bhp,,5,Red,5 Speed,,,,,,,,,,,
716,2016,"47,088 kms",First Owner,Petrol,Manual,Bangalore,6.95 Lakh*,Maruti,20.85 kmpl,1197 CC,83.14bhp,6000rpm,5,Brown,5 Speed,,,,,,,,4,4,DOHC,MPFI
717,2017,"32,502 kms",First Owner,Petrol,Manual,Bangalore,6.95 Lakh*,Hyundai,18.6 kmpl,1197 CC,81.83bhp,6000rpm,5,Red,5 Speed,FWD,,Disc,Drum,170 Kmph,13.2 Seconds,5,4,4,DOHC,MPFI
718,2012,"1,20,109 kms",First Owner,Diesel,Manual,Bangalore,6.95 Lakh*,Mahindra,16.0 kmpl,2179 CC,140bhp,3750rpm,7,Silver,6 Speed,,,,,185 Kmph,10 Seconds,5,4,4,DOHC,Direct Injection
719,2016,"1,25,003 kms",First Owner,Diesel,Manual,Bangalore,6.99 Lakh*,Maruti,24.3 kmpl,1248 CC,88.5bhp,4000rpm,5,Grey,5 Speed,,,,,,,,4,4,DOHC,CRDi
720,2006,"80,000 kms",Second Owner,Diesel,Manual,Bangalore,7 Lakh*,Toyota,12.8 kmpl,2494 CC,102,"3,600 (PS",8,Silver,5 Speed,,,,Drum,151 kmph,17.5 seconds,5,4,4,DOHC,CRDI
721,2018,"10,613 kms",First Owner,Petrol,Automatic,Bangalore,7 Lakh*,Maruti,20.89 kmpl,1197 CC,81.80bhp,6000rpm,5,Maroon,5 Speed,FWD,,,,,,,4,4,DOHC,MPFI
722,2017,"59,000 kms",First Owner,Diesel,Manual,Bangalore,7 Lakh*,Maruti,25.2 kmpl,1248 CC,74bhp,4000rpm,5,Grey,5 Speed,,,Ventilated Disc,Drum,155 Kmph,14.8 Seconds,5,4,4,DOHC,CRDI
723,2014,"90,000 kms",First Owner,Diesel,Manual,Bangalore,7 Lakh*,Maruti,20.77 kmpl,1248 CC,88.76bhp,4000rpm,7,Grey,5 Speed,,,,,160 kmph,13.3 Seconds,5,4,4,DOHC,CRDI
724,2018,"46,000 kms",First Owner,Petrol,Automatic,Bangalore,7 Lakh*,Maruti,22.0 kmpl,1197 CC,81.80bhp,6000rpm,5,Grey,5,,,,,,,,4,4,null,MPFi
725,2017,"66,563 kms",First Owner,Petrol,Manual,Bangalore,7 Lakh*,Maruti,21.01 kmpl,1197 CC,81.80bhp,6000rpm,5,Grey,5 Speed,,,,Drum,,12.36 seconds,5,4,4,DOHC,MPFI
726,2018,"19,749 kms",Second Owner,Petrol,Automatic,Bangalore,7 Lakh*,Honda,18.3 kmpl,1199 CC,88.76 bhp,,5,White,CVT,FWD,,,,,,,,,,
727,2017,"60,000 kms",First Owner,Diesel,Manual,Bangalore,7 Lakh*,Hyundai,22.54 kmpl,1396 CC,88.73 bhp,,5,,6 Speed,FWD,,,,,,,,,,
728,2014,"90,271 kms",First Owner,Diesel,Manual,Bangalore,7 Lakh*,Maruti,20.77 kmpl,1248 CC,88.76 bhp,,7,Grey,5 Speed,,,,,,,,,,,
729,2016,"41,190 kms",First Owner,Diesel,Automatic,Bangalore,6.95 Lakh*,Volkswagen,22.0 kmpl,1498 CC,108.495bhp,4000rpm,5,White,7 Speed,FWD,,,,,,,4,4,DOHC,CRDI
730,2017,"40,000 kms",First Owner,Petrol,Manual,Bangalore,6.95 Lakh*,Volkswagen,16.2 kmpl,1199 CC,74bhp,5400rpm,5,Red,5 Speed,,,Disc,Drum,165 kmph,14.2 Seconds,5,3,4,DOHC,MPFI
731,2016,"47,088 kms",First Owner,Petrol,Manual,Bangalore,6.95 Lakh*,Maruti,20.85 kmpl,1197 CC,83.14bhp,6000rpm,5,Brown,5 Speed,,,Ventilated Disc,Drum,158 Kmph,12.6 Seconds,4,4,4,DOHC,MPFI
732,2017,"32,502 kms",First Owner,Petrol,Manual,Bangalore,6.95 Lakh*,Hyundai,18.6 kmpl,1197 CC,81.83bhp,6000rpm,5,Red,5 Speed,FWD,,Disc,Drum,170 Kmph,13.2 Seconds,5,4,4,DOHC,MPFI
733,2012,"1,20,109 kms",First Owner,Diesel,Manual,Bangalore,6.95 Lakh*,Mahindra,16.0 kmpl,2179 CC,140bhp,3750rpm,7,Silver,6 Speed,,Power,Disc,Disc,185 Kmph,10 Seconds,5,4,4,DOHC,Direct Injection
734,2016,"1,25,003 kms",First Owner,Diesel,Manual,Bangalore,6.99 Lakh*,Maruti,24.3 kmpl,1248 CC,88.5 bhp,,5,Grey,5 Speed,,,,,,,,,,,
735,2006,"80,000 kms",Second Owner,Diesel,Manual,Bangalore,7 Lakh*,Toyota,12.8 kmpl,2494 CC,102 bhp,,8,Silver,5 Speed,,,,,,,,,,,
736,2018,"10,613 kms",First Owner,Petrol,Automatic,Bangalore,7 Lakh*,Maruti,20.89 kmpl,1197 CC,81.80bhp,6000rpm,5,Maroon,5 Speed,FWD,,,,,,5,4,4,DOHC,MPFI
737,2017,"59,000 kms",First Owner,Diesel,Manual,Bangalore,7 Lakh*,Maruti,25.2 kmpl,1248 CC,74 bhp,,5,Grey,5 Speed,,,,,,,,,,,
738,2014,"90,000 kms",First Owner,Diesel,Manual,Bangalore,7 Lakh*,Maruti,20.77 kmpl,1248 CC,88.76bhp,4000rpm,7,Grey,5 Speed,,,,Drum,160 kmph,13.3 Seconds,5,4,4,DOHC,CRDI
739,2018,"46,000 kms",First Owner,Petrol,Automatic,Bangalore,7 Lakh*,Maruti,22.0 kmpl,1197 CC,81.80bhp,6000rpm,5,Grey,5,,,,,,,5,4,4,null,MPFi
740,2017,"66,563 kms",First Owner,Petrol,Manual,Bangalore,7 Lakh*,Maruti,21.01 kmpl,1197 CC,81.80bhp,6000rpm,5,Grey,5 Speed,,,,,,,5,4,4,DOHC,MPFI
741,2018,"19,749 kms",Second Owner,Petrol,Automatic,Bangalore,7 Lakh*,Honda,18.3 kmpl,1199 CC,88.76bhp,6000rpm,5,White,CVT,FWD,,,,,,4,4,4,SOHC,MPFi
742,2017,"60,000 kms",First Owner,Diesel,Manual,Bangalore,7 Lakh*,Hyundai,22.54 kmpl,1396 CC,88.73 bhp,,5,,6 Speed,FWD,,,,,,,,,,
743,2014,"90,271 kms",First Owner,Diesel,Manual,Bangalore,7 Lakh*,Maruti,20.77 kmpl,1248 CC,88.76bhp,4000rpm,7,Grey,5 Speed,,,Disc,Drum,160 kmph,13.3 Seconds,5,4,4,DOHC,CRDI
744,2018,"26,750 kms",First Owner,Petrol,Manual,Bangalore,7.1 Lakh*,Honda,18.7 kmpl,1199 CC,88.7 bhp,,5,Grey,5 Speed,FWD,,,,,,,,,,
745,2016,"55,000 kms",Second Owner,Petrol,Manual,Bangalore,7.1 Lakh*,Volkswagen,16.09 kmpl,1598 CC,103.5bhp,5250rpm,5,White,5 Speed,FWD,,,,,,4,4,4,DOHC,MPFI
746,2019,"25,017 kms",First Owner,Petrol,Automatic,Bangalore,7.1 Lakh*,Maruti,21.21 kmpl,1197 CC,81.80 bhp,,5,Grey,5,,,,,,,,,,,
747,2016,"61,296 kms",First Owner,Petrol,Manual,Bangalore,7.1 Lakh*,Renault,13.06 kmpl,1598 CC,102.53bhp,5750rpm,5,Orange,5 speed,,Power,Disc,Drum,160 Kmph,11.5 Seconds,5,4,4,DOHC,MPFI
748,2017,"47,404 kms",First Owner,Petrol,Manual,Bangalore,7.1 Lakh*,Honda,17.5 kmpl,1199 CC,88.7 bhp,,5,Brown,5 Speed,,,,,,,,,,,
749,2011,"90,000 kms",Second Owner,Diesel,Manual,Bangalore,7.15 Lakh*,Mahindra,15.1 kmpl,2179 CC,140bhp,3750rpm,7,White,6 Speed,FWD,Power,Disc & Caliper Type,Disc & Caliper Type,175 kmph,12.5 Seconds,5,4,4,DOHC,Direct Injection
750,2018,"48,475 kms",First Owner,Petrol,Manual,Bangalore,7.15 Lakh*,Maruti,21.4 kmpl,1197 CC,83.1bhp,6000rpm,5,Red,5 Speed,FWD,Power,Disc,Drum,180 Kmph,12.36 seconds,5,4,4,DOHC,MPFI
751,2015,"53,578 kms",First Owner,Petrol,Automatic,Bangalore,7.2 Lakh*,Volkswagen,16.93 kmpl,1197 CC,103.2bhp,5000rpm,5,Blue,7 Speed DSG,FWD,,,,185 kmph,12.3 Seconds,4,4,4,DOHC,Direct Injection
752,2017,"45,000 kms",First Owner,Petrol,Automatic,Bangalore,7.2 Lakh*,Hyundai,18.6 kmpl,1368 CC,98.63bhp,6000rpm,5,White,4 Speed,,,,Drum,180 Kmph,11.9 Seconds,5,4,4,DOHC,MPFI
753,2017,"36,670 kms",First Owner,Petrol,Manual,Bangalore,7.2 Lakh*,Hyundai,17.19 kmpl,1197 CC,81.86bhp,6000rpm,5,Brown,5 Speed,FWD,Power,Disc,Drum,160 Kmph,14 Seconds,5,4,4,DOHC,MPFI
754,2012,"73,000 kms",First Owner,Diesel,Automatic,Bangalore,7.2 Lakh*,Renault,13.73 kmpl,1995 CC,148bhp,4000rpm,5,White,6 Speed,AWD,Power,Ventilated Disc,Ventilated Disc,180 Km/h,12.3 Seconds,4,4,4,,Direct Injection Common Rail
755,2017,"75,000 kms",First Owner,Petrol,Manual,Bangalore,7.25 Lakh*,Maruti,20.85 kmpl,1197 CC,83.14bhp,6000rpm,5,Maroon,5 Speed,FWD,Power,Ventilated Disc,Drum,158 Kmph,12.6 Seconds,4,4,4,DOHC,MPFI
756,2014,"1,00,000 kms",First Owner,Diesel,Manual,Bangalore,7.25 Lakh*,Mahindra,15.4 kmpl,2523 CC,75bhp,3200rpm,9,White,5 Speed,RWD,Power,Disc,Drum,150 Kmph,19 Seconds,5,4,4,DOHC,Direct Injection
757,2017,"31,000 kms",First Owner,Petrol,Automatic,Bangalore,7.25 Lakh*,Maruti,19.56 kmpl,1197 CC,81.80bhp,6000rpm,5,Grey,CVT,FWD,Electric,Disc,Drum,,12.79 seconds,5,4,4,DOHC,MPFI
758,2018,"80,000 kms",First Owner,Diesel,Manual,Bangalore,7.25 Lakh*,Mahindra,18.49 kmpl,1493 CC,100bhp,3750rpm,7,Silver,5 Speed,,Power,Disc,Drum,156 Kmph,13.9 Seconds,5,3,2,null,CRDi
759,2009,"1,18,000 kms",First Owner,Diesel,Manual,Bangalore,7.25 Lakh*,Toyota,12.8 kmpl,2494 CC,102,"3,600 (PS",7,Maroon,5 Speed,,Power,Ventilated Disc,Drum,151 kmph,17.5 seconds,5,4,4,DOHC,CRDI
760,2014,"55,363 kms",First Owner,Diesel,Manual,Bangalore,7.25 Lakh*,Nissan,19.01 kmpl,1461 CC,108.5bhp,3900rpm,5,Brown,6 Speed,FWD,,Disc,Drum,165 Kmph,13 Seconds,5,4,4,DOHC,CRDi
761,2016,"45,000 kms",First Owner,Petrol,Automatic,Bangalore,7.25 Lakh*,Hyundai,18.6 kmpl,1368 CC,98.5bhp,6000rpm,5,White,4 Speed,,,Disc,Drum,180 Kmph,11.9 Seconds,5,4,4,DOHC,MPFI
762,2017,"45,750 kms",First Owner,Petrol,Automatic,Bangalore,7.25 Lakh*,Maruti,19.12 kmpl,1373 CC,91.1bhp,6000rpm,5,Black,4 Speed,FWD,,,,,,4,4,4,DOHC,MPFI
763,2016,"66,351 kms",First Owner,Diesel,Manual,Bangalore,7.25 Lakh*,Maruti,28.09 kmpl,1248 CC,88.5bhp,4000rpm,5,Brown,5 Speed,,Power,Ventilated Disc,Drum,190 kmph,15 Seconds,4,4,4,DOHC,CRDI
764,2018,"32,000 kms",First Owner,Petrol,Manual,Bangalore,7.25 Lakh*,Volkswagen,16.2 kmpl,1199 CC,74bhp,5400rpm,5,Silver,5 Speed,FWD,,Disc,Drum,165 kmph,14.2 Seconds,5,3,4,DOHC,MPFI
765,2018,"24,881 kms",First Owner,Petrol,Manual,Bangalore,7.25 Lakh*,Honda,18.7 kmpl,1199 CC,88.7bhp,6000rpm,5,MODERN STEEL METALLIC,5 Speed,FWD,Power,Disc,Drum,172 Kmph,13.7 Seconds,5,4,4,SOHC,PGM - Fi
766,2010,"88,000 kms",Third Owner,Diesel,Automatic,Bangalore,7.25 Lakh*,Ford,11.4 kmpl,2953 CC,153.86bhp,3200rpm,7,Black,5 Speed,FWD,,Ventilated Disc,Self Adjusting Drum,144km/hr,14.3 Seconds,5,4,4,DOHC,Direct Injection Common Rail
767,2017,"52,000 kms",First Owner,Petrol,Automatic,Bangalore,7.25 Lakh*,Hyundai,18.6 kmpl,1368 CC,98.63bhp,6000rpm,5,White,4 Speed,,Power,Disc,Drum,180 Kmph,11.9 Seconds,5,4,4,DOHC,MPFI
768,2015,"48,981 kms",First Owner,Petrol,Automatic,Bangalore,7.25 Lakh*,Volkswagen,16.93 kmpl,1197 CC,103.2bhp,5000rpm,5,White,7 Speed DSG,FWD,,Disc,Drum,185 kmph,12.3 Seconds,4,4,4,DOHC,Direct Injection
769,2015,"40,750 kms",First Owner,Petrol,Manual,Bangalore,7.27 Lakh*,Hyundai,18.6 kmpl,1197 CC,81.83 bhp,,5,Red,5 Speed,,,,,,,,,,,
770,2019,"12,248 kms",First Owner,Petrol,Manual,Bangalore,7.35 Lakh*,Renault,20.0 kmpl,999 CC,72bhp,6250rpm,7,Blue,5-Speed,,,,,,,5,3,4,DOHC,Multi Point Fuel Injection
771,2016,"30,120 kms",Second Owner,Petrol,Automatic,Bangalore,7.35 Lakh*,Ford,14.7 kmpl,1496 CC,120.69bhp,6500rpm,5,White,6 Speed,FWD,,,,171.43 kmph,12.51 Seconds,5,3,4,DOHC,Direct Injection
772,2018,"60,000 kms",First Owner,Diesel,Manual,Bangalore,7.4 Lakh*,Maruti,27.39 kmpl,1248 CC,74bhp,4000rpm,5,White,5 Speed,,Power,Disc,Drum,170 Kmph,12.93 seconds,5,4,4,DOHC,CRDi
773,2017,"57,424 kms",First Owner,Diesel,Manual,Bangalore,7.41 Lakh*,Maruti,27.39 kmpl,1248 CC,74 bhp,,5,Red,5 Speed,FWD,,,,,,,,,,
774,2017,"13,000 kms",First Owner,Petrol,Manual,Bangalore,7.45 Lakh*,Hyundai,18.5 kmpl,1197 CC,82.85bhp,6000rpm,5,Grey,5 Speed,FWD,,,Drum,,,5,4,4,DOHC,MPFI
775,2020,"8,000 kms",First Owner,Petrol,Manual,Bangalore,7.45 Lakh*,Honda,18.7 kmpl,1199 CC,88.7bhp,6000rpm,5,Green,5 Speed,FWD,Power,Disc,Drum,172 Kmph,13.7 Seconds,5,4,4,SOHC,PGM - Fi
776,2016,"50,117 kms",Second Owner,Petrol,Manual,Bangalore,7.45 Lakh*,Honda,17.8 kmpl,1497 CC,117.3 bhp,,5,u titanium,5 Speed,FWD,,,,,,,,,,
777,2017,"9,618 kms",First Owner,Petrol,Manual,Bangalore,7.45 Lakh*,Maruti,21.4 kmpl,1197 CC,83.1bhp,6000rpm,5,Grey,5 Speed,FWD,,,Drum,180 Kmph,12.36 seconds,5,4,4,DOHC,MPFI
778,2012,"7,99,60 kms",Second Owner,Diesel,Manual,Bangalore,7.45 Lakh*,Mahindra,15.1 kmpl,2179 CC,140bhp,3750rpm,7,Green,6 Speed,FWD,Power,Disc & Caliper Type,Disc & Caliper Type,175 kmph,12.5 Seconds,5,4,4,DOHC,Direct Injection
779,2017,"51,000 kms",Second Owner,Petrol,Manual,Bangalore,7.45 Lakh*,Renault,13.06 kmpl,1598 CC,102.53bhp,5750rpm,5,White,5 speed,,Power,Disc,Drum,160 Kmph,11.5 Seconds,5,4,4,DOHC,MPFI
780,2015,"96,528 kms",First Owner,Diesel,Automatic,Bangalore,7.45 Lakh*,Skoda,21.66 kmpl,1498 CC,103.52bhp,4400rpm,5,BEIGE,7 Speed,FWD,,Disc,Drum,186 Kmph,12 Seconds,4,4,4,DOHC,Direct Injection
781,2019,"23,000 kms",First Owner,Petrol,Manual,Bangalore,7.45 Lakh*,Maruti,21.4 kmpl,1197 CC,83.1bhp,6000rpm,5,Grey,5 Speed,FWD,,,,180 Kmph,12.36 seconds,5,4,4,DOHC,MPFI
782,2017,"45,000 kms",First Owner,Petrol,Automatic,Bangalore,7.45 Lakh*,Hyundai,18.6 kmpl,1368 CC,98.63bhp,6000rpm,5,White,4 Speed,,Power,Disc,Drum,180 Kmph,11.9 Seconds,5,4,4,DOHC,MPFI
783,2018,"14,510 kms",First Owner,Petrol,Automatic,Bangalore,7.45 Lakh*,Maruti,21.21 kmpl,1197 CC,81.80bhp,6000rpm,5,Blue,5,FWD,Electric,Disc,Drum,,12.71s,5,4,4,DOHC,MPFi
784,2017,"9,000 kms",First Owner,Petrol,Manual,Bangalore,7.5 Lakh*,Maruti,22.0 kmpl,1197 CC,81.80bhp,6000rpm,5,Maroon,5 Speed,FWD,,Ventilated Disc,Drum,,12.6 Seconds,4,4,4,DOHC,MPFI
785,2017,"43,627 kms",First Owner,Petrol,Manual,Bangalore,7.5 Lakh*,Honda,17.5 kmpl,1199 CC,88.7bhp,6000rpm,5,Golden,5 Speed,,Electric,Ventilated Disc,Drum,164.26 kmph,15.31 Seconds,5,4,4,SOHC,MPFi
786,2017,"1,00,000 kms",First Owner,Diesel,Manual,Bangalore,7.5 Lakh*,Maruti,28.09 kmpl,1248 CC,88.5bhp,4000rpm,5,,5 Speed,FWD,,Ventilated Disc,Drum,190 kmph,15 Seconds,4,4,4,DOHC,CRDI
787,2016,"86,000 kms",First Owner,Diesel,Manual,Bangalore,7.5 Lakh*,Ford,22.77 kmpl,1498 CC,98.59bhp,3750rpm,5,White,5 Speed,FWD,,Ventilated Disc,Drum,182 Kmph,13.5 Seconds,5,4,2,SOHC,Direct Injection
788,2018,"23,000 kms",Second Owner,Petrol,Manual,Bangalore,7.5 Lakh*,Maruti,21.4 kmpl,1197 CC,83.1bhp,6000rpm,5,Grey,5 Speed,FWD,Power,Disc,Drum,180 Kmph,12.36 seconds,5,4,4,DOHC,MPFI
789,2016,"70,000 kms",First Owner,Petrol,Automatic,Bangalore,7.5 Lakh*,Ford,14.7 kmpl,1496 CC,120.69bhp,6500rpm,5,Silver,6 Speed,FWD,,,,171.43 kmph,12.51 Seconds,5,3,4,DOHC,Direct Injection
790,2018,"92,000 kms",First Owner,Petrol,Manual,Bangalore,7.5 Lakh*,Honda,17.4 kmpl,1497 CC,117.6bhp,6600rpm,5,White,5 Speed,FWD,,,,,9.64 Seconds,4,4,4,SOHC,PGM-Fi
791,2019,"43,000 kms",First Owner,Petrol,Manual,Bangalore,7.5 Lakh*,Maruti,21.4 kmpl,1197 CC,83.1bhp,6000rpm,5,Silver,5 Speed,,,,,,12.36 seconds,5,4,4,DOHC,MPFI
792,2015,"47,158 kms",First Owner,Petrol,Automatic,Bangalore,7.5 Lakh*,Volkswagen,17.21 kmpl,1197 CC,103.6bhp,5000rpm,5,Red,7 Speed,FWD,,,Drum,190 kmph,9.7 Seconds,5,4,4,DOHC,Direct Injection
793,2018,"31,439 kms",First Owner,Petrol,Manual,Bangalore,7.5 Lakh*,Hyundai,17.19 kmpl,1197 CC,81.86bhp,6000rpm,5,Red,5 Speed,FWD,,,,,,5,4,4,DOHC,MPFI
794,2016,"44,805 kms",Second Owner,Petrol,Manual,Bangalore,7.5 Lakh*,Hyundai,18.6 kmpl,1197 CC,81.83bhp,6000rpm,5,White,5 Speed,FWD,Power,Disc,Drum,170 Kmph,13.2 Seconds,5,4,4,DOHC,MPFI
795,2019,"48,601 kms",First Owner,Petrol,Manual,Bangalore,7.5 Lakh*,Toyota,21.01 kmpl,1197 CC,81.80bhp,6000rpm,5,White,5-Speed,FWD,,,Drum,,,5,4,4,,
796,2017,"53,150 kms",First Owner,Petrol,Automatic,Bangalore,7.55 Lakh*,Honda,19.0 kmpl,1199 CC,88.7bhp,6000rpm,5,Silver,5 Speed,FWD,Power,Disc,Drum,172 Kmph,13.7 Seconds,5,4,4,SOHC,PGM - Fi
797,2017,"31,946 kms",First Owner,Petrol,Manual,Bangalore,7.55 Lakh*,Skoda,15.41 kmpl,1598 CC,103.2bhp,5200-5250rpm,5,c steel,5 Speed,FWD,,,,,,4,4,4,DOHC,MPFI
798,2018,"63,960 kms",First Owner,Diesel,Manual,Bangalore,7.6 Lakh*,Maruti,28.4 kmpl,1248 CC,74bhp,4000rpm,5,Silver,5,,,,Drum,,,5,4,4,DOHC,CRDi
799,2018,"10,962 kms",First Owner,Petrol,Manual,Bangalore,7.6 Lakh*,Honda,17.5 kmpl,1199 CC,88.7bhp,6000rpm,5,Brown,5 Speed,,,,,,,5,4,4,SOHC,MPFi
800,2016,"44,597 kms",First Owner,Diesel,Manual,Bangalore,7.65 Lakh*,Maruti,27.39 kmpl,1248 CC,74bhp,4000rpm,5,White,5 Speed,FWD,,,,,12.93 seconds,5,4,4,DOHC,CRDi
801,2018,"25,920 kms",First Owner,Petrol,Manual,Bangalore,7.65 Lakh*,Hyundai,18.6 kmpl,1197 CC,81.83bhp,6000rpm,5,Red,5 Speed,,,Disc,Drum,170 Kmph,13.2 Seconds,5,4,4,DOHC,MPFI
802,2017,"81,000 kms",Second Owner,Diesel,Manual,Bangalore,7.7 Lakh*,Ford,23.0 kmpl,1498 CC,98.96bhp,3750rpm,5,Orange,5 Speed,FWD,,,,,,4,4,4,SOHC,Direct Injection
803,2018,"60,488 kms",First Owner,Petrol,Manual,Bangalore,7.74 Lakh*,Hyundai,18.6 kmpl,1197 CC,81.83bhp,6000rpm,5,White,5 Speed,FWD,,,,,13.2 Seconds,5,4,4,DOHC,MPFI
804,2018,"27,461 kms",First Owner,Petrol,Manual,Bangalore,7.75 Lakh*,Volkswagen,18.78 kmpl,999 CC,75bhp,6200rpm,5,Blue,5 Speed,,,Disc,Drum,165 kmph,14.2 Seconds,5,3,4,DOHC,MPFI
805,2017,"37,006 kms",First Owner,Petrol,Automatic,Bangalore,7.75 Lakh*,Maruti,21.4 kmpl,1197 CC,83.1bhp,6000rpm,5,Red,CVT,FWD,,Disc,Drum,180 Kmph,12.36 seconds,5,4,4,DOHC,MPFI
806,2018,"28,000 kms",First Owner,Petrol,Manual,Bangalore,7.75 Lakh*,Volkswagen,18.78 kmpl,999 CC,75bhp,6200rpm,5,Silver,5 Speed,FWD,,,,,,5,3,4,DOHC,MPFI
807,2017,"45,000 kms",First Owner,Diesel,Manual,Bangalore,7.75 Lakh*,Skoda,21.13 kmpl,1498 CC,108.6bhp,4000rpm,5,White,5 Speed,FWD,Power,Disc,Drum,185kmph,,4,4,4,DOHC,Direct Injection
808,2017,"54,020 kms",First Owner,Petrol,Automatic,Bangalore,7.75 Lakh*,Maruti,19.56 kmpl,1197 CC,81.80bhp,6000rpm,5,Grey,CVT,,Electric,Disc,Drum,,12.79 seconds,5,4,4,DOHC,MPFI
809,2015,"58,000 kms",First Owner,Petrol,Automatic,Bangalore,7.75 Lakh*,Volkswagen,16.93 kmpl,1197 CC,103.2bhp,5000rpm,5,Brown,7 Speed DSG,,,Disc,Drum,185 kmph,12.3 Seconds,4,4,4,DOHC,Direct Injection
810,2016,"85,000 kms",First Owner,Diesel,Manual,Bangalore,7.75 Lakh*,Mahindra,15.4 kmpl,2179 CC,120 bhp,,7,Silver,5 Speed,,,,,,,,,,,
811,2016,"56,625 kms",First Owner,Petrol,Manual,Bangalore,7.75 Lakh*,Maruti,20.73 kmpl,1373 CC,91.1bhp,6000rpm,5,Brown,5 Speed,FWD,,Ventilated Disc,Drum,190 kmph,14 Seconds,4,4,4,DOHC,MPFI
812,2017,"35,000 kms",First Owner,Petrol,Manual,Bangalore,7.75 Lakh*,Hyundai,18.6 kmpl,1197 CC,81.83bhp,6000rpm,5,White,5 Speed,FWD,,,Drum,170 Kmph,13.2 Seconds,5,4,4,DOHC,MPFI
813,2018,"34,000 kms",First Owner,Diesel,Manual,Bangalore,7.75 Lakh*,Maruti,28.4 kmpl,1248 CC,74.02bhp,4000rpm,5,Blue,5 Speed,,,,,,13.03 Seconds,4,4,4,DOHC,CRDI
814,2017,"46,000 kms",First Owner,Diesel,Manual,Bangalore,7.85 Lakh*,Maruti,27.39 kmpl,1248 CC,74bhp,4000rpm,5,Grey,5 Speed,FWD,,,,,,,4,4,DOHC,CRDi
