index,year,kms,owners,vehicle,manual,location,amount,brand,mileage,engine,maxPower,maxPowerRPM,seats,Color,GearBox,driveType,SteeringType,FrontBrkType,RearBrkType,TopSpeed,acceleration,Doors,no_cyclinders,no_valves,valveConfig,fuelSupply
1,2000,"1,10,000 kms",Fourth & Above Owner,Petrol,Automatic,Bangalore,"48,000*",Hyundai,0.0 kmpl,999 CC,null,,5,,,,Power,,,,,5,4,4,null,null
2,2007,"90,000 kms",Third Owner,Petrol,Manual,Bangalore,"60,000*",Maruti,16.1 kmpl,796 CC,37bhp,5000rpm,4,,4 Speed,FWD,Manual,Disc,Drum,144km/hr,21 Seconds,4,3,2,SOHC,MPFI
3,2002,"1,15,000 kms",Second Owner,Petrol,Manual,Bangalore,"85,000*",Maruti,16.1 kmpl,796 CC,37bhp,5000rpm,4,Blue,4 Speed,FWD,Manual,Disc,Drum,144km/hr,21 seconds,4,3,2,SOHC,MPFI
4,2000,"25,000 kms",First Owner,Petrol,Manual,Bangalore,"90,000*",Mitsubishi,13.7 kmpl,1468 CC,85.8bhp,5500rpm,5,,5 Speed,FWD,Power,Ventilated Disc,Drum,175km/hr,12.95 seconds,4,4,3,SOHC,MPFI
5,2004,"20,000 kms",Second Owner,Petrol,Manual,Bangalore,1.05 Lakh*,Ford,14.2 kmpl,1597 CC,92,5500(PS,5,,5 Speed,FWD,,Ventilated Disc,Drum,157 kmph,14.5 seconds,4,4,2,SOHC,SEFI
6,2005,"70,000 kms",First Owner,Petrol,Manual,Bangalore,1.11 Lakh*,Maruti,17.3 kmpl,1061 CC,64,"6,200 (PS",5,,5 Speed,,Manual,Disc,Drum,154 kmph,16.6 seconds,5,4,4,,MPFI
7,2000,"81,168 kms",Third Owner,Petrol,Manual,Bangalore,1.15 Lakh*,Hyundai,0.0 kmpl,999 CC,null,,5,Silver,,,Power,,,,,5,4,4,null,null
8,2004,"1,22,517 kms",Second Owner,Diesel,Manual,Bangalore,1.2 Lakh*,Ford,14.2 kmpl,1299 CC,70 ," 5,500 (PS",5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,157 kmph,14.5 seconds,4,4,2,SOHC,SEFI
9,2007,"1,04,456 kms",Second Owner,Diesel,Manual,Bangalore,1.25 Lakh*,Ford,17.8 kmpl,1399 CC,68 ," 4,000 (PS",5,Blue,5 Speed,FWD,Power,Ventilated Disc,Self-Adjusting Drum,156 kmph,17.6 seconds,4,4,2,SOHC,CRDI
10,2004,"80,000 kms",Second Owner,Petrol,Manual,Bangalore,1.3 Lakh*,Maruti,19.7 kmpl,796 CC,46.3bhp,6200rpm,5,,5 Speed,2WD,Manual,Disc,Drum,137km/hr,17.7 seconds,5,3,4,SOHC,MPFI
11,2011,"50,000 kms",Third Owner,Petrol,Manual,Bangalore,1.3 Lakh*,Chevrolet,18.0 kmpl,995 CC,62bhp,5400rpm,5,,5 Speed,FWD,Power,Disc,Self-Adjusting Drum,156km/hr,14.8 seconds,5,4,2,SOHC,SEFI
12,2015,"70,000 kms",Third Owner,Diesel,Manual,Bangalore,1.3 Lakh*,Tata,25.0 kmpl,1396 CC,69bhp,4000rpm,5,,5 Speed,FWD,Power,Ventilated Disc,Drum,155 Kmph,14.5 Seconds,5,4,4,DOHC,CRDi
13,2013,"25,758 kms",Second Owner,Petrol,Manual,Bangalore,1.35 Lakh*,Tata,25.4 kmpl,624 CC,37.48bhp,5500+/-250rpm,4,Silver,4 Speed,,Manual,Drum,Drum,105km/hr,12.6 Seconds,4,2,2,,MPFI
14,2009,"90,000 kms",Second Owner,Petrol,Manual,Bangalore,1.35 Lakh*,Chevrolet,16.2 kmpl,995 CC,62.1bhp,5400rpm,5,Silver,5 Speed,FWD,Power,Disc,Drum,,,5,4,2,,MPFI
15,2011,"1,20,000 kms",Third Owner,Diesel,Manual,Bangalore,1.5 Lakh*,Tata,19.09 kmpl,1396 CC,69bhp,4500rpm,5,,5 Speed,FWD,Manual,Ventilated Disc,Drum,,,4,4,0,,MPFI
16,2012,"51,000 kms",First Owner,Petrol,Manual,Bangalore,1.5 Lakh*,Tata,25.4 kmpl,624 CC,38Ps,5500+/-250rpm,4,Green,4 Speed,RWD,Manual,Drum,Drum,105km/hr,12.6 Seconds,4,2,2,,MPFI
17,2006,"50,000 kms",Second Owner,Petrol,Manual,Bangalore,1.5 Lakh*,Hyundai,13.9 kmpl,1599 CC,103.2 ," 5,500 (PS",5,,5 Speed,FWD,,Ventilated Disc,Disc & Drum,193 kmph,12.2 seconds,4,4,4,DOHC,
18,2007,"60,000 kms",Third Owner,Petrol,Manual,Bangalore,1.5 Lakh*,Hyundai,17.8 kmpl,1086 CC,63 ," 5,500 (PS",5,,5 Speed,,Power,Ventilated Disc,Drum,141 kmph,16.2 seconds,5,4,3,SOHC,MPFI
19,2010,"1,10,000 kms",Second Owner,Diesel,Manual,Bangalore,1.6 Lakh*,ICML,11.12 kmpl,1994 CC,120bhp,4000rpm,8,,Five Speed Manual Transmission,Two Wheel Drive,,Ventilated Disc,Drum,,,5,4,4,,
20,2007,"80,000 kms",Third Owner,Petrol,Manual,Bangalore,1.6 Lakh*,Hyundai,0.0 kmpl,1086 CC,null,,5,,,,Power,,,,,5,4,4,null,null
21,2001,"97,816 kms",Second Owner,Petrol,Manual,Bangalore,1.6 Lakh*,Maruti,0.0 kmpl,1590 CC,null,,7,Blue,,,Power,,,,,5,4,4,null,null
22,2004,"1,07,899 kms",Second Owner,Petrol,Manual,Bangalore,1.69 Lakh*,Maruti,17.3 kmpl,993 CC,60 PS , 6000 rpm,5,Silver,5 Speed,,Power,"Disc, 236 mm",Drums 180 mm,145 kmph,17.5 seconds,5,4,4,SOHC,MPFI
23,2008,"90,000 kms",Third Owner,Petrol,Manual,Bangalore,1.7 Lakh*,Maruti,18.9 kmpl,998 CC,67.1bhp,6200rpm,5,,5 Speed,FWD,Power,Ventilated Disc,Drum,,,4,3,4,,MPFI
24,2011,"1,10,000 kms",Second Owner,Petrol,Manual,Bangalore,1.75 Lakh*,Chevrolet,18.6 kmpl,1199 CC,79.4bhp,6200rpm,5,,5 Speed,FWD,Power,Disc,Drum,,,5,4,4,DOHC,MPFI
25,2011,"79,000 kms",Fourth & Above Owner,Diesel,Manual,Bangalore,1.8 Lakh*,Chevrolet,25.44 kmpl,936 CC,57.6bhp,4000rpm,5,Silver,5 Speed,FWD,Power,Disc,Drum,,,5,3,4,DOHC,MPFI
26,2006,"78,000 kms",Second Owner,Petrol,Manual,Bangalore,1.85 Lakh*,Maruti,19.7 kmpl,796 CC,46.3bhp,6200rpm,5,Black,5 Speed,FWD,Power,Disc,Drum,137km/hr,17.7 seconds,5,3,4,SOHC,MPFI
27,2008,"68,000 kms",First Owner,Petrol,Manual,Bangalore,1.85 Lakh*,Maruti,19.0 kmpl,998 CC,67.1bhp,6200rpm,5,Red,5 Speed,FWD,Power,Ventilated Disc,Drum,160km/hr,16.26 Seconds,5,3,4,,MPFI
28,2008,"80,000 kms",Second Owner,Petrol,Manual,Bangalore,1.89 Lakh*,Hyundai,15.0 kmpl,1086 CC,66.6 ," 5,500 (PS",5,,5 Speed,,Power,Ventilated Disc,Drum,148 kmph,17.8 seconds,4,4,3,,MPFI
29,2008,"73,000 kms",First Owner,Petrol,Manual,Bangalore,1.9 Lakh*,Tata,16.5 kmpl,1172 CC,65 PS at 5500 rpm,,5,Red,5 Speed,2 WD,Power,Ventilated Disc,Drum,,,5,4,4,,MPFi
30,2011,"78,000 kms",Fourth & Above Owner,Diesel,Manual,Bangalore,1.95 Lakh*,Chevrolet,25.44 kmpl,936 CC,57.6bhp,4000rpm,5,Grey,5 Speed,,Power,Disc,Drum,,,5,3,4,DOHC,MPFI
31,2010,"85,000 kms",First Owner,Petrol,Manual,Bangalore,1.95 Lakh*,Tata,16.5 kmpl,1172 CC,65 bhp,,5,White,5 Speed,2 WD,,,,,,,,,,
32,2005,"78,000 kms",Third Owner,Petrol,Manual,Bangalore,1.95 Lakh*,Maruti,18.9 kmpl,998 CC,67.1bhp,6200rpm,5,Black,5 Speed,FWD,Power,Ventilated Disc,Drum,,,4,3,4,,MPFI
33,2006,"1,30,422 kms",Second Owner,Petrol,Manual,Bangalore,1.95 Lakh*,Hyundai,17.0 kmpl,1086 CC,null,,5,Black,,,Power,,,,,5,4,4,null,null
34,2008,"65,000 kms",First Owner,Petrol,Manual,Bangalore,1.95 Lakh*,Maruti,19.7 kmpl,796 CC,46.3 bhp,,5,Red,5 Speed,FWD,,,,,,,,,,
35,2006,"46,000 kms",First Owner,Petrol,Manual,Bangalore,1.99 Lakh*,Maruti,21.79 kmpl,998 CC,67.05bhp,5500rpm,5,White,5 Speed,FWD,Power,Disc,Drum,,18.6 Seconds,5,3,4,DOHC,MPFI
36,2008,"62,010 kms",First Owner,Petrol,Manual,Bangalore,1.99 Lakh*,Maruti,,,,,,,,,,,,,,,,,,
37,2006,"62,000 kms",Second Owner,Petrol,Manual,Bangalore,2.07 Lakh*,Ford,16.6 kmpl,1388 CC,68 ," 4,000 (PS",5,Golden,5 Speed,FWD,,Ventilated Disc,Self-Adjusting Drum,173 kmph,14.5 seconds,4,4,4,SOHC,CRDI
38,2011,"1,00,000 kms",Second Owner,Diesel,Manual,Bangalore,2 Lakh*,Skoda,19.5 kmpl,1199 CC,75 bhp at 4200 rpm,,5,,5 Speed Manual Transmission,Two Wheel Drive,Power,Ventilated Disc,Drum,158 kmph,15.4 Seconds,5,3,0,,
39,2010,"55,656 kms",First Owner,Petrol,Manual,Bangalore,2 Lakh*,Maruti,20.92 kmpl,998 CC,67.1bhp,6200rpm,5,Silver,5 Speed,FWD,Power,Ventilated Disc,Drum,,13.3Seconds,5,3,4,,
40,2010,"2,23,000 kms",First Owner,Diesel,Manual,Bangalore,2 Lakh*,Fiat,,,,,,,,,,,,,,,,,,
41,2011,"93,249 kms",Third Owner,Petrol,Manual,Bangalore,2.1 Lakh*,Maruti,20.92 kmpl,998 CC,67.1bhp,6200rpm,5,White,5 Speed,FWD,,Ventilated Disc,Drum,,13.3Seconds,5,3,4,,
42,2014,"1,93,000 kms",Second Owner,Diesel,Manual,Bangalore,2.1 Lakh*,Ford,20.0 kmpl,1399 CC,68.05bhp,4000rpm,5,,5 Speed,FWD,Power,Ventilated Disc,Drum,,,5,4,2,SOHC,Common Rail
43,2006,"26,000 kms",First Owner,LPG,Manual,Bangalore,2.1 Lakh*,Maruti,17.3 km/kg,1061 CC,57.5,"6,000 (PS",5,Silver,5 Speed,,Power,Disc,Drum,154 kmph,16.6 seconds,5,4,4,,MPFI
44,2011,"90,000 kms",Second Owner,Petrol,Manual,Bangalore,2.1 Lakh*,Maruti,19.7 kmpl,796 CC,46.3bhp,6200rpm,5,,5 Speed,FWD,Power,Disc,Drum,137km/hr,17.7 seconds,5,3,4,SOHC,MPFI
45,2009,"97,577 kms",First Owner,Petrol,Manual,Bangalore,2.1 Lakh*,Maruti,19.7 kmpl,796 CC,46.3 bhp,,5,White,5 Speed,FWD,,,,,,,,,,
46,2007,"64,581 kms",Second Owner,Petrol,Manual,Bangalore,2.15 Lakh*,Hyundai,17.8 kmpl,1086 CC,63 bhp,,5,Maroon,5 Speed,,,,,,,,,,,
47,2009,"59,992 kms",First Owner,Petrol,Manual,Bangalore,2.15 Lakh*,Maruti,19.7 kmpl,796 CC,46.3bhp,6200rpm,5,Black,5 Speed,FWD,Power,Disc,Drum,137km/hr,17.7 seconds,5,3,4,SOHC,MPFI
48,2014,"14,603 kms",First Owner,Petrol,Manual,Bangalore,2.15 Lakh*,Tata,25.4 kmpl,624 CC,37.5 bhp,,4,Golden,4 Speed,,,,,,,,,,,
49,2007,"79,000 kms",First Owner,Petrol,Manual,Bangalore,2.15 Lakh*,Hyundai,0.0 kmpl,1086 CC,null,,5,Black,,,Power,,,,,5,4,4,null,null
50,2009,"88,234 kms",Second Owner,Petrol,Manual,Bangalore,2.2 Lakh*,Fiat,,,,,,,,,,,,,,,,,,
51,2008,"53,000 kms",Third Owner,Petrol,Manual,Bangalore,2.2 Lakh*,Hyundai,13.2 kmpl,1495 CC,94 ," 5,550 (PS",5,Golden,5 Speed,,Power,Ventilated Disc,Drum,170 kmph,13.1 seconds,4,4,3,SOHC,MPFI
52,2010,"82,361 kms",Third Owner,Petrol,Manual,Bangalore,2.2 Lakh*,Ford,15.6 kmpl,1196 CC,70 bhp,,5,Grey,5 Speed,Front Wheel Drive,,,,,,,,,,
53,2010,"60,998 kms",First Owner,Petrol,Manual,Bangalore,2.2 Lakh*,Maruti,19.7 kmpl,796 CC,46.3bhp,6200rpm,5,Silver,5 Speed,FWD,Power,Disc,Drum,137km/hr,17.7 seconds,5,3,4,SOHC,MPFI
54,2009,"1,00,216 kms",First Owner,Petrol,Manual,Bangalore,2.2 Lakh*,Fiat,16.2 kmpl,1172 CC,68PS , 6000rpm,5,Grey,Five Speed Manual Transmission Gearbox,Front Wheel Drive,Power,Ventilated Discs,Drum,155kmph,14.5 Seconds,5,4,4,,
55,2009,"80,000 kms",Third Owner,Petrol,Manual,Bangalore,2.25 Lakh*,Toyota,14.53 kmpl,1798 CC,138 bhp,,5,,6 Speed,FWD,,,,,,,,,,
56,2011,"22,000 kms",First Owner,Petrol,Manual,Bangalore,2.25 Lakh*,Chevrolet,18.6 kmpl,1199 CC,79.4bhp,6200rpm,5,Grey,5 Speed,,,Disc,Drum,,,5,4,4,DOHC,MPFI
57,2008,"1,38,000 kms",Second Owner,Diesel,Manual,Bangalore,2.25 Lakh*,Maruti,17.8 kmpl,1248 CC,75PS , 2000 rpm,5,White,5 Speed,,Power,Ventilated Disc,Drum,158 kmph,13.75 seconds,5,4,4,DOHC,MPFI
58,2012,"60,215 kms",First Owner,Petrol,Manual,Bangalore,2.25 Lakh*,Maruti,19.7 kmpl,796 CC,46.3bhp,6200rpm,5,MET ECRU BEIGE,5 Speed,FWD,Power,Disc,Drum,137km/hr,17.7 seconds,5,3,4,SOHC,MPFI
59,2009,"39,810 kms",Second Owner,Petrol,Manual,Bangalore,2.25 Lakh*,Maruti,19.5 kmpl,1061 CC,null,,,Red,,,,,,,,,4,4,null,null
60,2005,"41,000 kms",First Owner,Petrol,Manual,Bangalore,2.25 Lakh*,Hyundai,0.0 kmpl,1086 CC,null bhp,,5,Black,,,Power,,,,,,,,,
61,2007,"1,00,000 kms",Second Owner,Diesel,Manual,Bangalore,2.33 Lakh*,Hyundai,16.8 kmpl,1493 CC,110 ," 4,000 (PS",5,,5 Speed,FWD,Power,Ventilated Disc,Disc & Drum,185 kmph,11.2 seconds,4,4,4,DOHC,CRDI
62,2010,"86,000 kms",First Owner,Petrol,Manual,Bangalore,2.35 Lakh*,Hyundai,13.2 kmpl,1495 CC,94 ," 5,550 (PS",5,White,5 Speed,,Power,Ventilated Disc,Drum,170 kmph,13.1 seconds,4,4,3,SOHC,MPFI
63,2008,"38,467 kms",Second Owner,Diesel,Manual,Bangalore,2.4 Lakh*,Tata,17.0 kmpl,1405 CC,70,"4,500 (PS",5,Red,5 Speed,,Manual,Disc,Drum,154.6 kmph,18.9 seconds,4,4,2,SOHC,Indirect Injection
64,2011,"82,000 kms",First Owner,Diesel,Manual,Bangalore,2.45 Lakh*,Tata,21.12 kmpl,1248 CC,88.8bhp,4000rpm,5,Maroon,5 Speed,,Power,Ventilated Disc,Drum,,,4,4,4,,CRDI
65,2009,"57,701 kms",First Owner,Petrol,Manual,Bangalore,2.45 Lakh*,Maruti,18.9 kmpl,1061 CC,67bhp,6200rpm,5,Silver,5 Speed,FWD,,Ventilated Disc,Drum,,,4,3,4,null,MPFI
66,2016,"37,000 kms",First Owner,Petrol,Manual,Bangalore,2.45 Lakh*,Tata,23.9 kmpl,624 CC,37.48bhp,5500rpm,4,Silver,4 Speed,RWD,Power,Drum,Drum,105 Kmph,12.6 Seconds,5,2,2,SOHC,MPFI
67,2012,"1,09,000 kms",First Owner,Diesel,Manual,Bangalore,2.45 Lakh*,Ford,20.0 kmpl,1399 CC,68.05 bhp,,5,Grey,5 Speed,FWD,,,,,,,,,,
68,2017,"27,440 kms",First Owner,Petrol,Manual,Bangalore,2.45 Lakh*,Maruti,24.7 kmpl,796 CC,47.3 bhp,,5,Grey,5 Speed,,,,,,,,,,,
69,2010,"61,557 kms",First Owner,Petrol,Manual,Bangalore,2.49 Lakh*,Maruti,19.5 kmpl,1061 CC,null,,,Silver,,,,,,,,,4,4,null,null
70,2011,"38,000 kms",Second Owner,Petrol,Manual,Bangalore,2.5 Lakh*,Hyundai,22.0 kmpl,814 CC,55 Bhp , 5500 rpm,5,Silver,5 Manual,RWD,Manual,Disc,Drum,,,4,3,3,SOHC,
71,2007,"1,90,000 kms",First Owner,Diesel,Manual,Bangalore,2.5 Lakh*,Maruti,17.8 kmpl,1248 CC,75 PS , 2000 rpm,5,White,5 Speed,,Power,Ventilated Disc,Drum,158 kmph,13.75 seconds,5,4,4,DOHC,CRDI
72,2010,"62,863 kms",Third Owner,Petrol,Manual,Bangalore,2.5 Lakh*,Hyundai,17.92 kmpl,1086 CC,62.1bhp,5500rpm,5,Red,5 Speed,FWD,Power,Ventilated Disc,Drum,,,5,3,4,SOHC,MPFI
73,2013,"1,20,000 kms",Third Owner,Diesel,Manual,Bangalore,2.5 Lakh*,Tata,22.3 kmpl,1248 CC,88.8bhp,4000rpm,5,Brown,5 Speed,FWD,Power,Disc,Drum,,,5,4,4,,MPFI
74,2017,"13,000 kms",First Owner,Petrol,Manual,Bangalore,2.5 Lakh*,Tata,23.9 kmpl,624 CC,37.48bhp,5500rpm,4,Maroon,4 Speed,,Power,Drum,Drum,105 Kmph,12.6 Seconds,5,2,2,SOHC,MPFI
75,2011,"1,19,445 kms",Second Owner,Diesel,Manual,Bangalore,2.59 Lakh*,Nissan,23.08 kmpl,1461 CC,63.1bhp,4000rpm,5,Golden,5 Speed Manual,Two Whhel Drive,Power,Ventilated Disc,Drum,,,5,4,2,SOHC,Common Rail
76,2008,"53,390 kms",Second Owner,Petrol,Manual,Bangalore,2.59 Lakh*,Hyundai,19.81 kmpl,1086 CC,68.05bhp,5500rpm,5,Grey,5 Speed,,,Ventilated Disc,Drum,165 Kmph,14.3 Seconds,5,4,3,SOHC,MPFI
77,2013,"52,974 kms",Second Owner,Petrol,Manual,Bangalore,2.59 Lakh*,Maruti,22.74 kmpl,796 CC,47.3bhp,6000rpm,5,White,5 Speed,FWD,Power,Solid Disc,Drum,140 kmph,19 Seconds,5,3,4,DOHC,MPFi
78,2010,"70,733 kms",First Owner,Petrol,Manual,Bangalore,2.6 Lakh*,Ford,15.6 kmpl,1196 CC,70bhp,6250rpm,5,Silver,5 Speed,Front Wheel Drive,Power,Ventilated Disc,Drum,148km/hr,14.8 Seconds,5,4,4,DOHC,SEFI
79,2011,"61,694 kms",Third Owner,Diesel,Manual,Bangalore,2.62 Lakh*,Volkswagen,20.54 kmpl,1598 CC,103.6bhp,4400rpm,5,White,5 Speed,FWD,Power,Disc,Drum,186km/hr,,4,4,4,DOHC,CRDI
80,2008,"89,019 kms",First Owner,Petrol,Automatic,Bangalore,2.65 Lakh*,Hyundai,17.8 kmpl,1086 CC,63 ," 5,500 (PS",5,Grey,5 Speed,,Power,Ventilated Disc,Drum,141 kmph,16.2 seconds,5,4,3,SOHC,MPFI
81,2009,"47,000 kms",First Owner,Petrol,Manual,Bangalore,2.65 Lakh*,Maruti,18.9 kmpl,998 CC,67.1bhp,6200rpm,5,Red,5 Speed,FWD,Power,Ventilated Disc,Drum,,,4,3,4,,MPFI
82,2012,"55,000 kms",Third Owner,Petrol,Manual,Bangalore,2.65 Lakh*,Maruti,20.92 kmpl,998 CC,67.1bhp,6200rpm,5,,5 Speed,FWD,Power,Ventilated Disc,Drum,,13.3 Seconds,5,3,4,,
83,2011,"60,421 kms",First Owner,Petrol,Manual,Bangalore,2.65 Lakh*,Maruti,20.92 kmpl,998 CC,67.1bhp,6200rpm,5,Black,5 Speed,FWD,Power,Ventilated Disc,Drum,,13.3 Seconds,5,3,4,,
84,2010,"78,099 kms",First Owner,Petrol,Manual,Bangalore,2.65 Lakh*,Chevrolet,18.6 kmpl,1199 CC,79.4bhp,6200rpm,5,BEIGE,5 Speed,FWD,Power,Disc,Drum,,,5,4,4,DOHC,MPFI
85,2012,"60,153 kms",First Owner,Petrol,Manual,Bangalore,2.65 Lakh*,Hyundai,22.0 kmpl,814 CC,55 Bhp , 5500 rpm,5,Red,5 Manual,RWD,Manual,Disc,Drum,,,4,3,3,SOHC,
86,2010,"45,910 kms",Second Owner,Petrol,Manual,Bangalore,2.65 Lakh*,Hyundai,17.92 kmpl,1086 CC,62.1 bhp,,5,Silver,5 Speed,FWD,,,,,,,,,,
87,2008,"89,000 kms",First Owner,Petrol,Automatic,Bangalore,2.65 Lakh*,Hyundai,17.0 kmpl,1086 CC,null,,5,Black,,,Power,,,,,5,4,4,null,null
88,2012,"46,000 kms",Second Owner,Petrol,Manual,Bangalore,2.65 Lakh*,Hyundai,21.1 kmpl,814 CC,55.2bhp,5500rpm,5,Grey,5 Speed,,Power,Disc,Drum,135 Kmph,19 Seconds,5,3,3,SOHC,MPFI
89,2010,"83,798 kms",First Owner,Diesel,Manual,Bangalore,2.65 Lakh*,Ford,20.0 kmpl,1399 CC,68bhp,4000rpm,5,Silver,5 Speed,Front Wheel Drive,Power,Ventilated Discs,Drum,148km/hr,14.8 Seconds,5,4,4,SOHC,Common Rail
90,2011,"43,577 kms",First Owner,Petrol,Manual,Bangalore,2.65 Lakh*,Maruti,15.37 kmpl,1196 CC,73bhp,6000rpm,5,White,5 Speed,,Manual,Ventilated Disc,Drum,145 Kmph,15.7 Seconds,5,4,4,DOHC,MPFI
91,2013,"63,243 kms",First Owner,Diesel,Manual,Bangalore,2.68 Lakh*,Ford,20.0 kmpl,1399 CC,68.1bhp,4000rpm,5,Grey,5 Speed,FWD,Power,Ventilated Discs,Drum,148km/hr,14.8 Seconds,5,4,2,SOHC,Common Rail
92,2014,"28,520 kms",Second Owner,Petrol,Manual,Bangalore,2.68 Lakh*,Hyundai,21.1 kmpl,814 CC,55.2bhp,5500rpm,5,Pristine Blue,5 Speed,,Power,Disc,Drum,135 Kmph,19 Seconds,5,3,3,SOHC,MPFI
93,2012,"42,017 kms",First Owner,Petrol,Manual,Bangalore,2.69 Lakh*,Maruti,20.92 kmpl,998 CC,67.1 bhp,,5,Red,5 Speed,FWD,,,,,,,,,,
94,2011,"77,638 kms",Third Owner,Petrol,Manual,Bangalore,2.69 Lakh*,Hyundai,20.36 kmpl,1197 CC,78.9bhp,6000rpm,5,Red,5 Speed,FWD,,Ventilated Disc,Drum,,,4,4,4,DOHC,MPFI
95,2006,"98,441 kms",Second Owner,Diesel,Manual,Bangalore,2.69 Lakh*,Hyundai,16.8 kmpl,1493 CC,110 ," 4,000 (PS",5,Blue,5 Speed,FWD,Power,Ventilated Disc,Disc & Drum,185 kmph,11.2 seconds,4,4,4,DOHC,CRDI
96,2012,"57,308 kms",First Owner,Petrol,Manual,Bangalore,2.69 Lakh*,Hyundai,21.1 kmpl,814 CC,55.2bhp,5500rpm,5,Blue,5 Speed,,Power,Disc,Drum,135 Kmph,19 Seconds,5,3,3,SOHC,MPFI
97,2013,"91,445 kms",First Owner,Diesel,Manual,Bangalore,2.71 Lakh*,Ford,20.0 kmpl,1399 CC,68.1bhp,4000rpm,5,Silver,5 Speed,FWD,Power,Ventilated Discs,Drum,148km/hr,14.8 Seconds,5,4,2,SOHC,Common Rail
98,2016,"1,20,000 kms",First Owner,Diesel,Manual,Bangalore,2.75 Lakh*,Tata,22.95 kmpl,1248 CC,74bhp,4000rpm,5,,5 Speed,FWD,Power,Disc,Drum,150 Kmph,,5,4,4,DOHC,CRDi
99,2011,"81,118 kms",First Owner,Diesel,Manual,Bangalore,2.75 Lakh*,Fiat,20.3 kmpl,1248 CC,75bhp,4000rpm,5,Black,5-Speed,FWD,Power,Ventilated Disc,Drum,,,5,4,4,DOHC,Direct Injection
100,2011,"3,78,558 kms",First Owner,Diesel,Manual,Bangalore,2.75 Lakh*,Maruti,19.3 kmpl,1248 CC,73.9bhp,4000rpm,5,White,5 Speed,2 WD,Power,Ventilated Disc,Drum,,,4,4,4,DOHC,CRDI
101,2010,"72,000 kms",First Owner,Petrol,Manual,Bangalore,2.75 Lakh*,Maruti,19.7 kmpl,796 CC,46.3bhp,6200rpm,5,Gold,5 Speed,FWD,Power,Disc,Drum,137km/hr,17.7 seconds,5,3,4,SOHC,MPFI
102,2008,"1,44,800 kms",Second Owner,Petrol,Manual,Bangalore,2.75 Lakh*,Honda,17.7 kmpl,1497 CC,78 ," 5,500 (PS",5,Silver,5 Speed,,Power,Ventilated Disc,Drum,173 kmph,13.5 seconds,4,4,2,iDSI,PGM-FI (Programmed Fuel Injection)
103,2012,"67,188 kms",First Owner,Petrol,Manual,Bangalore,2.75 Lakh*,Hyundai,21.1 kmpl,814 CC,55.2 bhp,,5,Blue,5 Speed,,,,,,,,,,,
104,2005,"2,41,723 kms",Second Owner,Diesel,Manual,Bangalore,2.75 Lakh*,Mahindra,10.5 kmpl,2179 CC,120bhp,4000rpm,8,Blue,5 Speed,2WD,,Disc,Drum,152km/hr,16.5 seconds,5,4,4,,CRDI
105,2009,"52,146 kms",Second Owner,Petrol,Manual,Bangalore,2.75 Lakh*,Hyundai,20.36 kmpl,1197 CC,78.9bhp,6000rpm,5,Golden,5 Speed,FWD,,,Drum,,,4,4,4,DOHC,MPFI
106,2010,"51,704 kms",Second Owner,Petrol,Manual,Bangalore,2.75 Lakh*,Tata,13.7 kmpl,1368 CC,88.8bhp,6000rpm,5,Maroon,5 Speed,FWD,Power,Ventilated Disc,Drum,,,4,4,4,,MPFI
107,2007,"52,000 kms",Second Owner,Petrol,Manual,Bangalore,2.75 Lakh*,Maruti,16.1 kmpl,1298 CC,88.2,6000 (PS,5,Black,5 Speed,,Power,Ventilated Disc,Drum,160 kmph,12.29 seconds,5,4,4,,MPFI
108,2010,"70,661 kms",Second Owner,Diesel,Manual,Bangalore,2.79 Lakh*,Ford,20.0 kmpl,1399 CC,68bhp,4000rpm,5,Grey,5 Speed,Front Wheel Drive,Power,Ventilated Discs,Drum,148km/hr,14.8 Seconds,5,4,4,SOHC,Common Rail
109,2014,"35,148 kms",First Owner,Petrol,Manual,Bangalore,2.8 Lakh*,Maruti,23.95 kmpl,998 CC,67.05bhp,6000rpm,5,Red,5 Speed,,Power,Ventilated Disc,Drum,145 Kmph,13.3 Seconds,5,3,4,DOHC,MPFi
110,2011,"70,000 kms",Second Owner,Petrol,Manual,Bangalore,2.8 Lakh*,Hyundai,20.36 kmpl,1197 CC,78.9bhp,6000rpm,5,,5 Speed,FWD,Power,Ventilated Disc,Drum,,,4,4,4,DOHC,MPFI
111,2013,"1,93,912 kms",First Owner,CNG,Manual,Bangalore,2.8 Lakh*,Maruti,26.6 km/kg,998 CC,58.16bhp,6200rpm,5,White,5 Speed,,Power,Ventilated Disc,Drum,137 kmph,15.9 Seconds,5,3,4,DOHC,null
112,2010,"88,306 kms",First Owner,Petrol,Manual,Bangalore,2.85 Lakh*,Ford,15.6 kmpl,1196 CC,70.02bhp,6250rpm,5,C Metallic,5 Speed,FWD,Power,Ventilated Disc,Drum,,,5,4,4,DOHC,SEFI
113,2008,"69,141 kms",Second Owner,Petrol,Manual,Bangalore,2.85 Lakh*,Honda,17.7 kmpl,1497 CC,78 ," 5,500 (PS",5,Golden,5 Speed,,Power,Ventilated Disc,Drum,173 kmph,13.5 seconds,4,4,2,iDSI,PGM-FI (Programmed Fuel Injection)
