index,year,kms,owners,vehicle,manual,location,amount,brand,mileage,engine,maxPower,maxPowerRPM,seats,Color,GearBox,driveType,SteeringType,FrontBrkType,RearBrkType,TopSpeed,acceleration,Doors,no_cyclinders,no_valves,valveConfig,fuelSupply
655,2012,"77,000 kms",Second Owner,Diesel,Manual,Mumbai,3.89 Lakh*,Renault,19.87 kmpl,1461 CC,105.5bhp,4000rpm,5,White,6-Speed,,Power,Disc,Drum,,,5,4,4,DOHC,Common Rail Direct Injection (dCi)
656,2013,"58,300 kms",First Owner,Petrol,Automatic,Mumbai,3.9 Lakh*,Skoda,14.3 kmpl,1598 CC,103.6bhp,5250rpm,5,White,6 Speed,,Power,Disc,Drum,,,4,4,4,DOHC,MPFI
657,2012,"48,200 kms",First Owner,Petrol,Manual,Mumbai,3.9 Lakh*,Maruti,17.5 kmpl,1298 CC,85.8bhp,6000rpm,5,White,5 Speed,2 WD,Power,Ventilated Disc,Drum,,,4,4,4,SOHC,MPFI
658,2014,"1,10,000 kms",Second Owner,Petrol,Manual,Mumbai,3.9 Lakh*,Maruti,19.1 kmpl,1197 CC,85.8bhp,6000rpm,5,,5 Speed,FWD,,,,169 kmph,12.6 Seconds,4,4,4,,MPFI
659,2008,"1,20,000 kms",Third Owner,Diesel,Manual,Mumbai,3.9 Lakh*,Toyota,12.8 kmpl,2494 CC,102,"3,600 (PS",8,,5 Speed,,Power,,,,17.5 seconds,5,4,4,DOHC,CRDI
660,2012,"30,001 kms",First Owner,Petrol,Manual,Mumbai,3.9 Lakh*,Maruti,17.5 kmpl,1197 CC,85.8bhp,6000rpm,5,Black,5 Speed,2 WD,Power,Ventilated Disc,Drum,,,4,4,4,SOHC,MPFI
661,2016,"19,000 kms",First Owner,Petrol,Manual,Mumbai,3.9 Lakh*,Tata,23.84 kmpl,1199 CC,84bhp,6000rpm,5,Blue,5 Speed,,,Disc,Drum,150 kmph,14.3 Seconds,5,3,4,DOHC,MPFi
662,2011,"67,000 kms",Second Owner,Petrol,Manual,Mumbai,3.9 Lakh*,Hyundai,17.43 kmpl,1396 CC,105.5bhp,6300rpm,5,White,5 Speed,,Power,Disc,Drum,171 Kmph,10.5 Seconds,4,4,4,DOHC,MPFI
663,2010,"87,000 kms",Second Owner,Diesel,Manual,Mumbai,3.9 Lakh*,Mahindra,12.05 kmpl,2179 CC,120bhp,4000rpm,7,Brown,6 Speed,2 WD,Power,Disc,Drum,152km/hr,16.5 seconds,5,4,4,null,CRDi
664,2017,"28,000 kms",First Owner,Petrol,Automatic,Mumbai,3.9 Lakh*,Renault,24.04 kmpl,999 CC,67bhp,5500rpm,5,Blue,5 Speed,,,Disc,Drum,159.4 kmph,17.44 Seconds,5,3,4,DOHC,MPFi
665,2011,"55,000 kms",First Owner,Petrol,Manual,Mumbai,3.9 Lakh*,Hyundai,17.01 kmpl,1591 CC,121.3bhp,6300rpm,5,Violet,5 Speed,FWD,Power,Disc,Drum,196 Kmph,10.5 Seconds,4,4,4,DOHC,MPFI
666,2014,"63,135 kms",First Owner,CNG,Manual,Mumbai,3.9 Lakh*,Maruti,26.6 km/kg,998 CC,58.16bhp,6200rpm,5,C BROWN,5 Speed,,,Ventilated Disc,Drum,137 kmph,15.9 Seconds,5,3,4,DOHC,null
667,2011,"55,000 kms",First Owner,Petrol,Manual,Mumbai,3.9 Lakh*,Hyundai,17.01 kmpl,1591 CC,121.3bhp,6300rpm,5,Purple,5 Speed,FWD,Power,Disc,Drum,196km/hr,10.5 Seconds,4,4,4,DOHC,MPFI
668,2012,"70,671 kms",First Owner,Diesel,Manual,Mumbai,3.91 Lakh*,Hyundai,21.9 kmpl,1396 CC,90PS at 4000rpm,,5,Silver,5-Speed,,,Disc,Disc,,,5,4,4,DOHC,CRDI
669,2016,"32,000 kms",First Owner,Petrol,Manual,Mumbai,3.92 Lakh*,Honda,19.4 kmpl,1198 CC,86.8bhp,6000rpm,5,Silver,5 Speed,,Power,Disc,Drum,,,5,4,4,SOHC,PGM - Fi
670,2015,"71,000 kms",Second Owner,Diesel,Manual,Mumbai,3.95 Lakh*,Hyundai,24.0 kmpl,1120 CC,70 bhp,,5,White,5 Speed,FWD,,,,,,,,,,
671,2015,"8,21,123 kms",First Owner,CNG,Manual,Mumbai,3.95 Lakh*,Maruti,32.52 km/kg,998 CC,58.33 bhp,,5,White,5 Speed,,,,,,,,,,,
672,2013,"63,200 kms",First Owner,Petrol,Automatic,Mumbai,3.95 Lakh*,Hyundai,15.0 kmpl,1396 CC,98.6bhp,5500rpm,5,Red,4 Speed,FWD,Power,Disc,Disc,,,5,4,4,DOHC,MPFI
673,2013,"9,000 kms",First Owner,Petrol,Automatic,Mumbai,3.95 Lakh*,Hyundai,16.95 kmpl,1197 CC,78.9 bhp,,5,Red,4-Speed,FWD,,,,,,,,,,
674,2012,"23,605 kms",First Owner,Petrol,Manual,Mumbai,3.95 Lakh*,Hyundai,17.0 kmpl,1197 CC,80 PS at 5200 rpm,,5,Maroon,5 Speed,,,Disk,Drum,,,5,4,4,DOHC,MPFI
675,2012,"74,000 kms",Second Owner,Petrol,Manual,Mumbai,3.95 Lakh*,Honda,17.4 kmpl,1497 CC,117.3bhp,6600rpm,5,Silver,5 Speed,,,Disc,Drum,195 Kmph,10 Seconds,4,4,4,SOHC,PGM-Fi
676,2013,"17,000 kms",First Owner,Petrol,Manual,Mumbai,3.95 Lakh*,Toyota,17.71 kmpl,1197 CC,78.9bhp,5600rpm,5,White,5 Speed,,Power,Ventilated Disc,Drum,160 Kmph,14 Seconds,5,4,4,DOHC,EFI
677,2011,"81,000 kms",First Owner,Diesel,Manual,Mumbai,3.95 Lakh*,Mahindra,10.5 kmpl,2609 CC,120bhp,4000rpm,9,Green,5 Speed,2WD,,Disc,Drum,152km/hr,16.5 seconds,5,4,4,null,CRDI
678,2016,"26,045 kms",First Owner,Petrol,Manual,Mumbai,3.95 Lakh*,Tata,23.84 kmpl,1199 CC,84bhp,6000rpm,5,Silver,5 Speed,,,Disc,Drum,150 kmph,14.3 Seconds,5,3,4,DOHC,MPFi
679,2012,"47,309 kms",Second Owner,Petrol,Automatic,Mumbai,3.95 Lakh*,Hyundai,15.0 kmpl,1396 CC,98.6bhp,5500rpm,5,White,4 Speed,FWD,,Disc,Disc,,,5,4,4,DOHC,MPFI
680,2012,"36,000 kms",First Owner,Diesel,Manual,Mumbai,3.95 Lakh*,Maruti,28.4 kmpl,1248 CC,74bhp,4000rpm,5,Silver,5,FWD,,,Drum,,,5,4,4,DOHC,CRDi
681,2008,"33,740 kms",Second Owner,Petrol,Automatic,Mumbai,3.95 Lakh*,Honda,12.9 kmpl,1799 CC,130 bhp,,5,Orange,5 Speed,,,,,,,,,,,
682,2011,"36,000 kms",Second Owner,Petrol,Automatic,Mumbai,3.95 Lakh*,Honda,16.8 kmpl,1497 CC,"118PS at 6,600 rpm",,5,Black,5 Speed,,Power,Disc,Drum,,,4,4,4,SOHC,EFI(Electronic Fuel Injection)
683,2012,"71,006 kms",Second Owner,Petrol,Manual,Mumbai,3.95 Lakh*,Honda,16.8 kmpl,1497 CC,116.3bhp,6600rpm,5,Silver,5 Speed,FWD,,Disc,Drum,,,4,4,4,SOHC,EFI(Electronic Fuel Injection)
684,2013,"37,500 kms",First Owner,Diesel,Manual,Mumbai,3.95 Lakh*,Hyundai,21.9 kmpl,1396 CC,88.76bhp,4000rpm,5,Grey,6 Speed,FWD,Power,Disc,Disc,,,5,4,4,DOHC,CRDI
685,2011,"76,000 kms",Second Owner,Petrol,Automatic,Mumbai,3.95 Lakh*,Toyota,14.53 kmpl,1794 CC,138.1 bhp,,5,White,7 Speed,FWD,,,,,,,,,,
686,2016,"11,592 kms",Second Owner,Petrol,Manual,Mumbai,3.95 Lakh*,Hyundai,18.9 kmpl,1197 CC,81.86bhp,6000rpm,5,Maroon,5 Speed,,Power,Disc,Drum,,12.9 Seconds,5,4,4,DOHC,MPFI
687,2013,"63,000 kms",Second Owner,Diesel,Manual,Mumbai,3.95 Lakh*,Skoda,20.5 kmpl,1598 CC,103.5 bhp,,5,Red,5-speed,,,,,,,,,,,
688,2012,"57,000 kms",First Owner,Petrol,Manual,Mumbai,3.95 Lakh*,Maruti,21.21 kmpl,1197 CC,81.80bhp,6000rpm,5,Blue,5,FWD,,Disc,Drum,,12.71s,5,4,4,DOHC,MPFi
689,2013,"36,000 kms",First Owner,Petrol,Automatic,Mumbai,3.95 Lakh*,Hyundai,16.95 kmpl,1197 CC,78.9bhp,6000rpm,5,Grey,4-Speed,FWD,,Ventilated Disc,Drum,,,4,4,4,DOHC,MPFI
690,2013,"35,000 kms",First Owner,Petrol,Manual,Mumbai,3.95 Lakh*,Hyundai,18.5 kmpl,1197 CC,82.85bhp,6000rpm,5,White,5 Speed,FWD,,Disc,Drum,,,5,4,4,DOHC,MPFI
691,2016,"23,917 kms",First Owner,Petrol,Manual,Mumbai,3.95 Lakh*,Maruti,18.9 kmpl,998 CC,67.1 bhp,,5,Silver,5 Speed,FWD,,,,,,,,,,
692,2013,"53,000 kms",First Owner,Diesel,Manual,Mumbai,3.95 Lakh*,Hyundai,21.9 kmpl,1396 CC,88.76bhp,4000rpm,5,White,6 Speed,FWD,,Disc,Drum,,,5,4,4,DOHC,CRDI
693,2012,"98,000 kms",First Owner,Petrol,Manual,Mumbai,3.95 Lakh*,Honda,16.8 kmpl,1497 CC,116.4bhp,6600rpm,5,Brown,5 Speed,FWD,,,Drum,,,4,4,4,SOHC,EFI (Electronic Fuel Injection)
694,2013,"31,900 kms",First Owner,Petrol,Automatic,Mumbai,3.95 Lakh*,Honda,18.4 kmpl,1198 CC,86.8bhp,6000rpm,5,Red,5 Speed,FWD,,Disc,Drum,,,5,4,4,,PGM - Fi
695,2012,"74,000 kms",Second Owner,Petrol,Manual,Mumbai,3.95 Lakh*,Honda,17.4 kmpl,1497 CC,117.3bhp,6600rpm,5,Silver,5 Speed,,,Disc,Drum,195 Kmph,10 Seconds,4,4,4,SOHC,PGM-Fi
696,2012,"72,500 kms",First Owner,Diesel,Manual,Mumbai,3.95 Lakh*,Hyundai,22.54 kmpl,1396 CC,88.73 bhp,,5,White,6 Speed,,,,,,,,,,,
697,2014,"70,200 kms",First Owner,Diesel,Manual,Mumbai,3.96 Lakh*,Mahindra,17.21 kmpl,1493 CC,100bhp,3750rpm,7,Silver,5 Speed,RWD,,Disc,Drum,160 Kmph,14 Seconds,5,3,4,DOHC,Common Rail
698,2009,"1,70,000 kms",First Owner,Diesel,Manual,Mumbai,3.96 Lakh*,Toyota,12.99 kmpl,2494 CC,100.6 bhp,,8,Maroon,5 Speed,,,,,,,,,,,
699,2016,"35,001 kms",First Owner,Petrol,Automatic,Mumbai,3.99 Lakh*,Maruti,23.1 kmpl,998 CC,67.04bhp,6000rpm,5,Silver,5 Speed,,,Ventilated Disc,Drum,150 Kmph,15.05 Seconds,5,3,4,DOHC,MPFi
700,2013,"21,000 kms",First Owner,Diesel,Manual,Mumbai,3.99 Lakh*,Hyundai,21.9 kmpl,1396 CC,88.76bhp,4000rpm,5,Brown,6 Speed,FWD,,,Drum,,,5,4,4,DOHC,CRDI
701,2011,"84,383 kms",Second Owner,Petrol,Manual,Mumbai,3.99 Lakh*,Honda,17.0 kmpl,1497 CC,118 bhp,,5,Golden,5 Speed,,,,,,,,,,,
702,2012,"44,000 kms",First Owner,Diesel,Manual,Mumbai,3.99 Lakh*,Nissan,22.71 kmpl,1461 CC,84.8bhp,3750rpm,5,Maroon,5 Speed,FWD,,,Drum,175 Kmph,15 Seconds,4,4,2,SOHC,Common Rail
703,2018,"18,706 kms",First Owner,Petrol,Automatic,Mumbai,3.99 Lakh*,Renault,24.04 kmpl,999 CC,67 bhp,,5,Blue,5 Speed,,,,,,,,,,,
704,2015,"68,422 kms",First Owner,Petrol,Automatic,Mumbai,3.99 Lakh*,Maruti,23.1 kmpl,998 CC,67.04bhp,6000rpm,5,Red,5 Speed,,Power,Ventilated Disc,Drum,150 Kmph,15.05 Seconds,5,3,4,DOHC,MPFi
705,2012,"60,100 kms",Second Owner,Diesel,Automatic,Mumbai,3.99 Lakh*,Chevrolet,14.39 kmpl,1998 CC,163.7 bhp,,5,White,6 Speed,,,,,,,,,,,
706,2012,"96,000 kms",Second Owner,Diesel,Manual,Mumbai,4 Lakh*,Toyota,21.43 kmpl,1364 CC,87.2bhp,3800rpm,5,White,6 Speed,FWD,,Ventilated Disc,Solid Disc,170 Kmph,11.8 Seconds,4,4,4,DOHC,CRDi
707,2015,"39,500 kms",Second Owner,Petrol,Manual,Mumbai,4 Lakh*,Hyundai,18.9 kmpl,1197 CC,82bhp,6000rpm,5,White,5 Speed,FWD,,Disc,Drum,165 Kmph,12.9 Seconds,5,4,4,DOHC,MPFI
708,2010,"63,512 kms",Second Owner,Diesel,Automatic,Mumbai,4 Lakh*,Skoda,17.2 kmpl,1968 CC,138.1bhp,4200rpm,5,Maroon,6 Speed,,,Disc,Disc,,,4,4,4,DOHC,Direct Injection
709,2014,"70,000 kms",Second Owner,Diesel,Manual,Mumbai,4 Lakh*,Mahindra,15.96 kmpl,2523 CC,62.1 bhp,,7,,5 Speed,RWD,,,,,,,,,,
710,2013,"60,000 kms",First Owner,Petrol,Manual,Mumbai,4 Lakh*,Volkswagen,16.47 kmpl,1198 CC,73.9bhp,5400rpm,5,White,5 Speed,FWD,,,Drum,162.9km/hr,14.2 Seconds,5,3,4,,MPFI
711,2013,"72,000 kms",First Owner,Diesel,Manual,Mumbai,4 Lakh*,Honda,25.8 kmpl,1498 CC,98.6bhp,3600rpm,5,Maroon,5 Speed,,Power,Disc,Drum,170 Kmph,17 Seconds,4,4,4,DOHC,
712,2013,"71,000 kms",First Owner,Diesel,Manual,Mumbai,4 Lakh*,Volkswagen,22.07 kmpl,1199 CC,73.9bhp,4200rpm,5,White,5 Speed,FWD,Power,Disc,Drum,164.1km/hr,14.4 Seconds,5,3,4,,CRDI
713,2011,"80,000 kms",Third Owner,Diesel,Manual,Mumbai,4 Lakh*,Chevrolet,18.3 kmpl,1991 CC,147.9bhp,4000rpm,5,Silver,5 Speed,,,Disc,Disc,,,4,4,4,SOHC,CRDI
714,2017,"90,000 kms",First Owner,Petrol,Manual,Mumbai,4 Lakh*,Maruti,19.0 kmpl,1197 CC,85.8 bhp,,5,,5 Speed,FWD,,,,,,,,,,
715,2007,"62,000 kms",Second Owner,Diesel,Automatic,Mumbai,4 Lakh*,Volkswagen,14.3 kmpl,1968 CC,140 ," 4,000 (PS",5,Golden,6 Speed,,,Ventilated Disc,Disc,206 kmph,9.8 seconds,4,4,4,DOHC,Direct Injection
716,2012,"63,001 kms",First Owner,Diesel,Manual,Mumbai,4 Lakh*,Hyundai,23.0 kmpl,1396 CC,90PS at 4000rpm,,5,Blue,6 Speed,FWD,Power,Disc,Drum,,12.96 Sec,5,4,4,DOHC,CRDI
717,2014,"58,219 kms",Second Owner,Diesel,Manual,Mumbai,4.05 Lakh*,Volkswagen,22.07 kmpl,1199 CC,73.9bhp,4200rpm,5,Pepper Grey,5 Speed,FWD,,,,164.1km/hr,14.4 Seconds,5,3,4,,CRDI
718,2015,"6,770 kms",First Owner,Petrol,Manual,Mumbai,4.05 Lakh*,Honda,19.4 kmpl,1198 CC,86.8 bhp,,5,TAFETA WHITE,5 Speed,,,,,,,,,,,
719,2013,"25,251 kms",First Owner,Petrol,Manual,Mumbai,4.05 Lakh*,Maruti,22.0 kmpl,1197 CC,81.80bhp,6000rpm,5,White,5,,,Disc,Drum,,,5,4,4,null,MPFi
720,2012,"59,992 kms",First Owner,Petrol,Manual,Mumbai,4.05 Lakh*,Honda,17.0 kmpl,1497 CC,"118PS at 6,600 rpm",,5,Silver,5 Speed,,,Disc,Drum,,,4,4,4,SOHC,EFI(Electronic Fuel Injection)
721,2011,"70,000 kms",First Owner,Diesel,Manual,Mumbai,4.05 Lakh*,Hyundai,22.32 kmpl,1582 CC,126.3bhp,4000rpm,5,Black,4 Speed,FWD,,Disc,Disc,,,4,4,4,DOHC,CRDI
722,2016,"51,500 kms",First Owner,Petrol,Manual,Mumbai,4.1 Lakh*,Hyundai,18.9 kmpl,1197 CC,82bhp,6000rpm,5,Others,5 Speed,,Power,Disc,Drum,165 Kmph,12.9 Seconds,5,4,4,DOHC,MPFI
723,2016,"1,339 kms",First Owner,Petrol,Manual,Mumbai,4.1 Lakh*,Honda,17.8 kmpl,1198 CC,86.7bhp,6000rpm,5,TAFETA WHITE,5 Speed,,,Disc,Drum,160 Kmph,15 Seconds,4,4,4,SOHC,MPFi
724,2013,"51,683 kms",First Owner,Petrol,Manual,Mumbai,4.1 Lakh*,Hyundai,18.5 kmpl,1197 CC,82.85bhp,6000rpm,5,Silver,5 Speed,FWD,,Disc,Drum,,,5,4,4,DOHC,MPFI
725,2015,"51,000 kms",First Owner,Petrol,Automatic,Mumbai,4.1 Lakh*,Maruti,23.1 kmpl,998 CC,67.04bhp,6000rpm,5,White,5 Speed,,,Ventilated Disc,Drum,150 Kmph,15.05 Seconds,5,3,4,DOHC,MPFi
726,2014,"49,000 kms",First Owner,Petrol,Manual,Mumbai,4.1 Lakh*,Skoda,15.0 kmpl,1598 CC,105bhp,5250rpm,5,Silver,5 Speed,,Power,Disc,Drum,,,4,4,4,DOHC,Common Rail Injection
727,2018,"16,000 kms",First Owner,Petrol,Automatic,Mumbai,4.1 Lakh*,Renault,24.04 kmpl,999 CC,67bhp,5500rpm,5,Brown,5 Speed,,,,Drum,133.9 kmph,17.30 Seconds,5,3,4,DOHC,MPFi
728,2012,"32,397 kms",First Owner,Petrol,Manual,Mumbai,4.11 Lakh*,Hyundai,17.01 kmpl,1591 CC,121.3bhp,6300rpm,5,White,5 Speed,FWD,Power,Disc,Drum,196km/hr,10.5 Seconds,4,4,4,DOHC,MPFI
729,2016,"42,000 kms",First Owner,Petrol,Automatic,Mumbai,4.11 Lakh*,Maruti,20.51 kmpl,998 CC,67 bhp,,5,White,5 Speed,,,,,,,,,,,
730,2013,"91,232 kms",First Owner,Petrol,Automatic,Mumbai,4.11 Lakh*,Hyundai,17.01 kmpl,1591 CC,121.4bhp,6300rpm,5,Beige,4 Speed,FWD,,,Disc,,,4,4,4,DOHC,MPFI
731,2010,"98,500 kms",Second Owner,Diesel,Automatic,Mumbai,4.11 Lakh*,Hyundai,11.8 kmpl,1991 CC,150 bhp,,5,White,6 Speed,,,,,,,,,,,
732,2015,"9,000 kms",First Owner,Petrol,Automatic,Mumbai,4.11 Lakh*,Maruti,23.1 kmpl,998 CC,67.04bhp,6000rpm,5,Grey,5 Speed,,,Ventilated Disc,Drum,150 Kmph,15.05 Seconds,5,3,4,DOHC,MPFi
733,2013,"65,000 kms",First Owner,Diesel,Manual,Mumbai,4.13 Lakh*,Maruti,21.79 kmpl,1248 CC,88.73bhp,4000 rpm,5,White,5 Speed,FWD,Power,Ventilated Disc,Drum,,,5,4,4,DOHC,Direct Injection
734,2015,"37,787 kms",Second Owner,Petrol,Manual,Mumbai,4.14 Lakh*,Honda,18.7 kmpl,1199 CC,88.7bhp,6000rpm,5,Alabaster Silver Metallic,5 Speed,FWD,,Disc,Drum,172 Kmph,13.7 Seconds,5,4,4,SOHC,PGM - Fi
735,2013,"60,000 kms",First Owner,Diesel,Manual,Mumbai,4.15 Lakh*,Hyundai,21.9 kmpl,1396 CC,88.8bhp,4000rpm,5,White,6 Speed,FWD,,Disc,Drum,,,5,4,4,DOHC,CRDI
736,2013,"37,559 kms",First Owner,Petrol,Manual,Mumbai,4.15 Lakh*,Maruti,20.85 kmpl,1197 CC,83.14bhp,6000rpm,5,Golden,5 Speed,,,Ventilated Disc,Drum,158 Kmph,12.6 Seconds,4,4,4,DOHC,MPFI
737,2011,"75,000 kms",First Owner,Diesel,Manual,Mumbai,4.15 Lakh*,Mahindra,13.5 kmpl,2179 CC,115bhp,3800rpm,5,White,5 Speed,2WD,,Disc,Drum,153km/hr,19.7 seconds,4,4,4,,CRDI
738,2012,"14,377 kms",First Owner,Petrol,Manual,Mumbai,4.15 Lakh*,Honda,16.8 kmpl,1497 CC,116.4 bhp,,5,White,5 Speed,FWD,,,,,,,,,,
739,2013,"75,000 kms",First Owner,Diesel,Manual,Mumbai,4.15 Lakh*,Ford,22.7 kmpl,1498 CC,89.84bhp,3750rpm,5,Grey,5 Speed,,Power,Ventilated Disc,Drum,182 Kmph,13.5 Seconds,5,4,2,SOHC,Direct Injection
740,2012,"59,000 kms",Second Owner,Petrol,Manual,Mumbai,4.15 Lakh*,Honda,17.8 kmpl,1498 CC,119.35 bhp,,5,White,6 Speed,FWD,,,,,,,,,,
741,2012,"95,000 kms",First Owner,Petrol,Automatic,Mumbai,4.15 Lakh*,Hyundai,15.74 kmpl,1591 CC,121.3bhp,6300rpm,5,White,4 Speed,FWD,Power,Disc,Disc,,,4,4,4,DOHC,MPFI
742,2013,"31,413 kms",First Owner,Petrol,Automatic,Mumbai,4.15 Lakh*,Honda,15.5 kmpl,1198 CC,86.7bhp,6000rpm,5,White,5 Speed,,,Disc,Drum,160 Kmph,15 Seconds,4,4,4,SOHC,
743,2016,"19,100 kms",First Owner,Petrol,Manual,Mumbai,4.15 Lakh*,Maruti,20.51 kmpl,998 CC,67.04bhp,6200rpm,5,Golden,5 Speed,,,Ventilated Disc,Drum,152 kmph,18.6 Seconds,5,3,4,DOHC,null
744,2016,"25,001 kms",First Owner,Petrol,Automatic,Mumbai,4.15 Lakh*,Maruti,20.51 kmpl,998 CC,67 bhp,,5,White,5 Speed,,,,,,,,,,,
745,2008,"1,20,867 kms",Third Owner,Diesel,Manual,Mumbai,4.15 Lakh*,Toyota,12.8 kmpl,2494 CC,102,"3,600 (PS",8,Black,5 Speed,,,,,151 kmph,17.5 seconds,5,4,4,DOHC,CRDI
746,2015,"43,895 kms",Second Owner,Petrol,Manual,Mumbai,4.15 Lakh*,Hyundai,18.9 kmpl,1197 CC,82bhp,6000rpm,5,Red,5 Speed,FWD,,Disc,Drum,165 Kmph,12.9 Seconds,5,4,4,DOHC,MPFI
747,2015,"71,862 kms",Second Owner,Diesel,Manual,Mumbai,4.15 Lakh*,Volkswagen,20.14 kmpl,1498 CC,88.8bhp,4200rpm,5,Blue,5 Speed,FWD,,,Drum,163 Kmph,16.1 Seconds,5,4,4,DOHC,Direct Injection
748,2016,"47,000 kms",First Owner,CNG,Manual,Mumbai,4.15 Lakh*,Maruti,33.54 km/kg,998 CC,67.04 bhp,,5,Brown,5 Speed,,,,,,,,,,,
749,2014,"66,274 kms",First Owner,Diesel,Manual,Mumbai,4.15 Lakh*,Hyundai,24.0 kmpl,1120 CC,70bhp,4000rpm,5,White,5 Speed,,,Disc,Drum,157 Kmph,15.6 Seconds,5,3,4,DOHC,CRDi
750,2014,"12,000 kms",First Owner,Petrol,Manual,Mumbai,4.15 Lakh*,Hyundai,18.9 kmpl,1197 CC,82bhp,6000rpm,5,Silver,5 Speed,,,Disc,Drum,165 Kmph,12.9 Seconds,5,4,4,DOHC,MPFI
751,2013,"17,000 kms",First Owner,Petrol,Manual,Mumbai,4.15 Lakh*,Toyota,17.71 kmpl,1197 CC,78.9 bhp,,5,White,5 Speed,FWD,,,,,,,,,,
752,2008,"1,20,000 kms",First Owner,Diesel,Manual,Mumbai,4.15 Lakh*,Toyota,12.8 kmpl,2494 CC,102,"3,600 (PS",7,Silver,5 Speed,,,Ventilated Disc,Drum,151 kmph,17.5 seconds,5,4,4,DOHC,CRDI
753,2016,"85,000 kms",First Owner,Petrol,Automatic,Mumbai,4.15 Lakh*,Maruti,20.51 kmpl,998 CC,67 bhp,,5,White,5 Speed,,,,,,,,,,,
754,2013,"1,06,000 kms",First Owner,Diesel,Manual,Mumbai,4.16 Lakh*,Mahindra,14.02 kmpl,2179 CC,118.3bhp,4000rpm,8,Black,5 Speed,,,,,,,5,4,4,DOHC,Common Rail
755,2012,"72,100 kms",Second Owner,Diesel,Manual,Mumbai,4.16 Lakh*,Renault,20.45 kmpl,1461 CC,83.8 bhp,,5,Red,5 speed,FWD,,,,,,,,,,
756,2016,"59,349 kms",First Owner,Petrol,Automatic,Mumbai,4.18 Lakh*,Maruti,21.79 kmpl,998 CC,67.05bhp,5500rpm,5,Brown,5 Speed,,,,,,,,3,4,DOHC,MPFI
757,2013,"90,000 kms",Second Owner,Diesel,Manual,Mumbai,4.2 Lakh*,Renault,19.87 kmpl,1461 CC,83.8bhp,3750rpm,5,,5 speed,FWD,Power,Ventilated Disc,Drum,156 Kmph,13.9 Seconds,5,4,4,DOHC,CRDi
758,2017,"43,637 kms",First Owner,Petrol,Manual,Mumbai,4.2 Lakh*,Nissan,16.95 kmpl,1498 CC,97.7bhp,6000rpm,5,Silver,5 Speed,,,Ventilated Disc,Drum,,,4,4,4,DOHC,EFIC
759,2013,"66,832 kms",Second Owner,Petrol,Manual,Mumbai,4.2 Lakh*,Hyundai,17.01 kmpl,1591 CC,121.3bhp,6300rpm,5,Silver,5 Speed,FWD,,,,,,4,4,4,DOHC,MPFI
760,2018,"15,201 kms",Second Owner,Petrol,Manual,Mumbai,4.2 Lakh*,Maruti,21.63 kmpl,998 CC,67.05bhp,6000rpm,5,White,5 Speed,,,,,,,5,3,4,DOHC,MPFi
761,2016,"35,846 kms",First Owner,Petrol,Manual,Mumbai,4.2 Lakh*,Maruti,21.79 kmpl,998 CC,67.05 bhp,,5,Grey,5 Speed,,,,,,,,,,,
762,2014,"63,000 kms",First Owner,Petrol,Manual,Mumbai,4.21 Lakh*,Hyundai,18.9 kmpl,1197 CC,82bhp,6000rpm,5,Maroon,5 Speed,,,,,,12.9 Seconds,5,4,4,DOHC,MPFI
763,2016,"16,000 kms",First Owner,Petrol,Manual,Mumbai,4.25 Lakh*,Honda,19.4 kmpl,1198 CC,86.8bhp,6000rpm,5,White,5 Speed,FWD,,,,,,5,4,4,SOHC,PGM - Fi
764,2010,"66,000 kms",First Owner,Petrol,Automatic,Mumbai,4.25 Lakh*,Honda,11.7 kmpl,2354 CC,177.6 bhp,,5,White,5 Speed,FWD,,,,,,,,,,
765,2012,"41,001 kms",First Owner,Petrol,Manual,Mumbai,4.25 Lakh*,Honda,16.8 kmpl,1497 CC,116.4bhp,6600rpm,5,Brown,5 Speed,FWD,,Disc,Drum,,,4,4,4,SOHC,EFI (Electronic Fuel Injection)
766,2011,"73,000 kms",Second Owner,Petrol,Automatic,Mumbai,4.25 Lakh*,Honda,11.7 kmpl,2354 CC,177.6bhp,6500rpm,5,White,5 Speed,FWD,,Multilateral Disc,Solid Disc,,,4,4,4,DOHC,PGM-FI (Programmed Fuel Injection)
767,2016,"31,843 kms",First Owner,Petrol,Automatic,Mumbai,4.25 Lakh*,Maruti,20.51 kmpl,998 CC,67bhp,6000rpm,5,White,5 Speed,,,,,,18.6 Seconds,5,3,4,DOHC,null
768,2014,"58,050 kms",First Owner,Diesel,Manual,Mumbai,4.25 Lakh*,Nissan,22.71 kmpl,1461 CC,84.8bhp,3750rpm,5,Silver,5 Speed,FWD,,,,,,4,4,2,SOHC,Common Rail
769,2012,"40,000 kms",First Owner,Petrol,Manual,Mumbai,4.25 Lakh*,Hyundai,17.1 kmpl,1591 CC,121.3bhp,6300rpm,5,Violet,5 Speed,FWD,,,,,,4,4,4,DOHC,MPFI
770,2013,"57,621 kms",Second Owner,Petrol,Automatic,Mumbai,4.25 Lakh*,Hyundai,15.74 kmpl,1591 CC,121.3 bhp,,5,White,4 Speed,FWD,,,,,,,,,,
771,2013,"58,000 kms",First Owner,Petrol,Manual,Mumbai,4.25 Lakh*,Ford,15.8 kmpl,1499 CC,110bhp,6300rpm,5,Grey,5 Speed,,,,Drum,182 Kmph,16 Seconds,5,4,4,DOHC,Direct Injection
