index,year,kms,owners,vehicle,manual,location,amount,brand,mileage,engine,maxPower,maxPowerRPM,seats,Color,GearBox,driveType,SteeringType,FrontBrkType,RearBrkType,TopSpeed,acceleration,Doors,no_cyclinders,no_valves,valveConfig,fuelSupply
1,2007,"50,000 kms",Second Owner,Petrol,Manual,Mumbai,"55,000*",Maruti,16.1 kmpl,796 CC,37bhp,5000rpm,4,White,4 Speed,FWD,,,,144km/hr,21 Seconds,4,3,2,SOHC,MPFI
2,2004,"1,00,000 kms",Third Owner,Petrol,Manual,Mumbai,"60,000*",Maruti,17.3 kmpl,993 CC,60 PS , 6000 rpm,5,Silver,5 Speed,,,,,,,,4,4,SOHC,MPFI
3,2005,"75,855 kms",Third Owner,Petrol,Manual,Mumbai,"65,000*",Maruti,16.1 kmpl,796 CC,37bhp,5000rpm,4,Gold,4 Speed,FWD,,,,144km/hr,21 Seconds,4,3,2,SOHC,MPFI
4,2006,"41,000 kms",Second Owner,Petrol,Manual,Mumbai,"69,000*",Maruti,15.9 kmpl,1298 CC,null bhp,,5,Silver,,,Power,,,,,,,,,null
5,2004,"80,746 kms",First Owner,Diesel,Manual,Mumbai,"69,000*",Tata,13.5 kmpl,1405 CC,null bhp,,5,Silver,,,Power,,,,,,,,null,null
6,2006,"1,05,000 kms",Third Owner,Petrol,Manual,Mumbai,"75,000*",Maruti,15.9 kmpl,1298 CC,null bhp,,5,White,,,Power,,,,,,,,undefined,null
7,1999,"1,10,000 kms",Second Owner,Petrol,Manual,Mumbai,"75,000*",Hyundai,,,,,,,,,,,,,,,,,,
8,2012,"17,500 kms",First Owner,Petrol,Manual,Mumbai,"78,000*",Tata,26.0 kmpl,624 CC,35 bhp,,4,Yellow,4 Speed,RWD,,,,,,,,,,
9,2003,"80,000 kms",First Owner,Petrol,Manual,Mumbai,"79,000*",Hyundai,,,,,,,,,,,,,,,,,,
10,2005,"91,000 kms",Second Owner,Petrol,Manual,Mumbai,"80,002*",Honda,12.8 kmpl,1493 CC,100 bhp,,5,White,,,Power,,,,,,,,,null
11,2005,"61,511 kms",Second Owner,Petrol,Manual,Mumbai,"85,000*",Maruti,18.9 kmpl,998 CC,67.1bhp,6200rpm,5,Silver,5 Speed,,,,Drum,,,4,3,4,,MPFI
12,2004,"99,000 kms",Second Owner,Petrol,Manual,Mumbai,"85,000*",Maruti,14.0 kmpl,1061 CC,64 bhp,,5,Silver,,,Power,,,,,,,,,
13,2010,"31,503 kms",Second Owner,Petrol,Manual,Mumbai,"85,999*",Tata,25.4 kmpl,624 CC,37.48 bhp,,4,Yellow,4 Speed,,,,,,,,,,,
14,2012,"8,000 kms",First Owner,Petrol,Manual,Mumbai,"89,000*",Tata,25.4 kmpl,624 CC,37.48bhp,5500+/-250rpm,4,Silver,4 Speed,,,,,,,4,2,2,,MPFI
15,2008,"1,20,000 kms",Third Owner,Petrol,Manual,Mumbai,"95,000*",Maruti,19.7 kmpl,796 CC,46.3bhp,6200rpm,5,Brown,5 Speed,FWD,,,,,,5,3,4,SOHC,MPFI
16,2008,"46,000 kms",Fourth & Above Owner,Petrol,Manual,Mumbai,"95,000*",Maruti,16.9 kmpl,1061 CC,64.9 ," 6,200 (PS",5,Red,5 Speed,,,,,,,5,4,4,,
17,2002,"1,35,257 kms",Fourth & Above Owner,Diesel,Manual,Mumbai,"98,000*",Toyota,13.2 kmpl,2446 CC,75 PS , 4200 rpm,10,Silver,5 Speed,,,,,,,5,4,2,SOHC,Distribution Type Fuel Injection
18,2008,"60,000 kms",First Owner,Petrol,Manual,Mumbai,"99,000*",Mahindra,15.7 kmpl,1390 CC,75 bhp,,5,Maroon,5 Speed,,,,,,,,,,,
19,2002,"70,000 kms",Second Owner,Petrol,Manual,Mumbai,1 Lakh*,Mitsubishi,13.7 kmpl,1468 CC,85.8bhp,5500rpm,5,Yellow,5 Speed,FWD,Power,Ventilated Disc,Drum,175km/hr,12.95 seconds,4,4,3,SOHC,MPFI
20,2010,"4,00,000 kms",Second Owner,Diesel,Manual,Mumbai,1 Lakh*,Tata,17.0 kmpl,1405 CC,71 PS at 4500 rpm,,5,,5 Speed,2 WD,Power,Ventilated Disc,Drum,,,5,4,4,,Turbo Intercooled Diesel
21,2007,"68,620 kms",Third Owner,Petrol,Manual,Mumbai,1.09 Lakh*,Hyundai,0.0 kmpl,1086 CC,null,,5,White,,,Power,,,,,5,4,4,null,null
22,2006,"1,18,339 kms",First Owner,Petrol,Manual,Mumbai,1.1 Lakh*,Toyota,13.4 kmpl,1794 CC,125,"6,000 (PS",5,Beige,5 Speed,,Power,Ventilated Disc,Solid Disc,191.7 kmph,9.89 seconds,4,4,4,DOHC,EFI (Electronic Fuel Injection)
23,2007,"59,979 kms",Second Owner,LPG,Manual,Mumbai,1.11 Lakh*,Maruti,17.3 km/kg,1061 CC,57.5,"6,000 (PS",5,Red,5 Speed,,Power,Disc,Drum,154 kmph,16.6 seconds,5,4,4,,MPFI
24,2006,"1,20,000 kms",Third Owner,Petrol,Manual,Mumbai,1.15 Lakh*,Maruti,,,,,,,,,,,,,,,,,,
25,2006,"70,000 kms",Second Owner,Petrol,Manual,Mumbai,1.15 Lakh*,Maruti,16.1 kmpl,1298 CC,88.2,6000 (PS,5,Red,5 Speed,,Power,Ventilated Disc,Drum,160 kmph,12.29 seconds,5,4,4,,MPFI
26,2008,"38,000 kms",First Owner,Diesel,Manual,Mumbai,1.2 Lakh*,Tata,17.88 kmpl,1396 CC,52.8bhp,5500rpm,5,Red,5 Speed,FWD,Power,Disc,Drum,,,4,4,2,SOHC,MPFI
27,2008,"25,700 kms",Third Owner,Petrol,Manual,Mumbai,1.2 Lakh*,Maruti,18.2 kmpl,998 CC,67.1bhp,6200rpm,5,Golden,5 Speed,,,Ventilated Disc,Drum,130 kmph,16.26 seconds,5,3,4,undefined,MPFI
28,2007,"60,000 kms",Second Owner,Petrol,Manual,Mumbai,1.2 Lakh*,Honda,13.5 kmpl,1799 CC,130bhp,6300rpm,5,Purple,5 Speed,,Power,Ventilated Disc,Disc,,,4,4,4,SOHC,PGM-FI (Programmed Fuel Injection)
29,2008,"90,000 kms",Second Owner,Diesel,Manual,Mumbai,1.25 Lakh*,Hyundai,16.8 kmpl,1493 CC,110 bhp,,5,,5 Speed,FWD,,,,,,,,,,
30,2008,"60,000 kms",Second Owner,Petrol,Manual,Mumbai,1.25 Lakh*,Hyundai,14.2 kmpl,1341 CC,82.9 ," 5,500 (PS",5,White,5 Speed,,,,,,14.6 seconds,4,4,3,SOHC,MPFI
31,2008,"82,700 kms",Second Owner,Petrol,Manual,Mumbai,1.25 Lakh*,Maruti,18.9 kmpl,998 CC,67.1 bhp,,5,Black,5 Speed,FWD,,,,,,,,,,
32,2007,"1,41,163 kms",Third Owner,Petrol,Manual,Mumbai,1.25 Lakh*,Toyota,13.4 kmpl,1794 CC,125 bhp,,5,White,5 Speed,,,,,,,,,,,
33,2010,"47,000 kms",Second Owner,Petrol,Manual,Mumbai,1.25 Lakh*,Hyundai,13.2 kmpl,1495 CC,94 ," 5,550 (PS",5,,5 Speed,,Power,Ventilated Disc,Drum,170 kmph,13.1 seconds,4,4,3,SOHC,MPFI
34,2008,"55,000 kms",First Owner,Petrol,Manual,Mumbai,1.25 Lakh*,Maruti,18.2 kmpl,998 CC,67.1bhp,6200rpm,5,Golden,5 Speed,,,Ventilated Disc,Drum,130 kmph,16.26 seconds,5,3,4,undefined,MPFI
35,2015,"15,000 kms",Second Owner,Petrol,Manual,Mumbai,1.25 Lakh*,Tata,23.9 kmpl,624 CC,37.48bhp,5500rpm,4,,4 Speed,RWD,Manual,Drum,Drum,105 Kmph,12.6 Seconds,5,2,2,SOHC,MPFI
36,2008,"40,643 kms",First Owner,Petrol,Manual,Mumbai,1.25 Lakh*,Maruti,19.7 kmpl,796 CC,46.3bhp,6200rpm,5,Blue,5 Speed,FWD,Power,Disc,Drum,137km/hr,17.7 seconds,5,3,4,SOHC,MPFI
37,2008,"69,100 kms",First Owner,Petrol,Manual,Mumbai,1.25 Lakh*,Maruti,21.79 kmpl,998 CC,67.05bhp,5500rpm,5,Maroon,5 Speed,,Power,Disc,Drum,,18.6 Seconds,5,3,4,DOHC,MPFI
38,2008,"65,245 kms",First Owner,Petrol,Manual,Mumbai,1.39 Lakh*,Maruti,21.79 kmpl,998 CC,67.05bhp,5500rpm,5,Blue,5 Speed,,,Disc,Drum,,18.6 Seconds,5,3,4,DOHC,MPFI
39,2007,"51,912 kms",First Owner,Petrol,Manual,Mumbai,1.29 Lakh*,Hyundai,0.0 kmpl,1086 CC,null bhp,,5,Red,,,Power,,,,,,,,,
40,2009,"30,000 kms",Second Owner,Petrol,Manual,Mumbai,1.3 Lakh*,Chevrolet,18.0 kmpl,995 CC,62bhp,5400rpm,5,,5 Speed,FWD,,Disc,Self-Adjusting Drum,161km/hr,14.8 seconds,5,4,2,SOHC,SEFI
41,2008,"69,121 kms",Second Owner,Petrol,Manual,Mumbai,1.3 Lakh*,Hyundai,13.2 kmpl,1495 CC,94 ," 5,550 (PS",5,Golden,5 Speed,,Power,Ventilated Disc,Drum,170 kmph,13.1 seconds,4,4,3,SOHC,MPFI
42,2009,"78,197 kms",Second Owner,Petrol,Manual,Mumbai,1.31 Lakh*,Hyundai,14.2 kmpl,1341 CC,82.9 bhp,,5,Black,5 Speed,,,,,,,,,,,
43,2007,"39,668 kms",First Owner,Petrol,Manual,Mumbai,1.35 Lakh*,Hyundai,0.0 kmpl,999 CC,null,,5,Grey,,,Power,,,,,,4,4,null,null
44,2007,"1,20,000 kms",Second Owner,Petrol,Manual,Mumbai,1.35 Lakh*,Honda,17.7 kmpl,1497 CC,78 bhp,,5,Golden,5 Speed,,,,,,,,,,,
45,2006,"78,000 kms",Second Owner,Petrol,Manual,Mumbai,1.35 Lakh*,Honda,17.7 kmpl,1497 CC,78 ," 5,500 (PS",5,Golden,5 Speed,,,,Drum,173 kmph,13.5 seconds,4,4,2,iDSI,PGM-FI (Programmed Fuel Injection)
46,2005,"23,800 kms",First Owner,Petrol,Manual,Mumbai,1.35 Lakh*,Hyundai,17.0 kmpl,1086 CC,null,,5,Blue,,,Power,,,,,,4,4,null,null
47,2008,"54,000 kms",First Owner,Petrol,Manual,Mumbai,1.35 Lakh*,Maruti,21.79 kmpl,998 CC,67.05bhp,5500rpm,5,Black,5 Speed,,,Disc,Drum,,18.6 Seconds,5,3,4,DOHC,MPFI
48,2009,"65,000 kms",First Owner,Petrol,Manual,Mumbai,1.35 Lakh*,Hyundai,17.92 kmpl,1086 CC,62.1bhp,5500rpm,5,White,5 Speed,FWD,,,Drum,,,5,3,4,SOHC,MPFI
49,2010,"65,600 kms",Second Owner,Diesel,Manual,Mumbai,1.39 Lakh*,Tata,18.8 kmpl,1248 CC,90 bhp,,5,Maroon,5 Speed,,,,,,,,,,,
50,2010,"1,11,000 kms",First Owner,Petrol,Manual,Mumbai,1.4 Lakh*,Maruti,20.92 kmpl,998 CC,67.1bhp,6200rpm,5,Black,5 Speed,FWD,,Ventilated Disc,Drum,,13.3 Seconds,5,3,4,,
51,2008,"90,000 kms",Second Owner,Petrol,Manual,Mumbai,1.4 Lakh*,Hyundai,19.81 kmpl,1086 CC,68.1bhp,5500rpm,5,Blue,5 Speed,FWD,,Ventilated Disc,Drum,,,5,4,3,SOHC,MPFI
52,2010,"80,000 kms",Second Owner,Diesel,Manual,Mumbai,1.4 Lakh*,Tata,18.0 kmpl,1248 CC,75 bhp,,5,,5 Speed,2 WD,,,,,,,,,,
53,2009,"18,600 kms",First Owner,Petrol,Manual,Mumbai,1.41 Lakh*,Chevrolet,18.0 kmpl,995 CC,62bhp,5400rpm,5,Red,5 Speed,FWD,Power,Disc,Self-Adjusting Drum,161km/hr,14.8 seconds,5,4,2,SOHC,SEFI
54,2009,"54,164 kms",Second Owner,Petrol,Manual,Mumbai,1.41 Lakh*,Hyundai,17.92 kmpl,1086 CC,62.1bhp,5500rpm,5,Red,5 Speed,FWD,,Ventilated Disc,Drum,,,5,3,4,SOHC,MPFI
55,2007,"72,000 kms",Second Owner,Petrol,Manual,Mumbai,1.45 Lakh*,Honda,17.7 kmpl,1497 CC,78 ," 5,500 (PS",5,Golden,5 Speed,,,Ventilated Disc,Drum,173 kmph,13.5 seconds,4,4,2,iDSI,PGM-FI (Programmed Fuel Injection)
56,2008,"78,000 kms",Second Owner,Petrol,Manual,Mumbai,1.45 Lakh*,Maruti,18.9 kmpl,1061 CC,67bhp,6200rpm,5,Blue,5 Speed,FWD,,,,,,4,3,4,null,MPFI
57,2012,"36,000 kms",First Owner,Diesel,Manual,Mumbai,1.45 Lakh*,Tata,15.42 kmpl,1405 CC,70bhp,4500rpm,7,Grey,5 Speed,,,Disc,Drum,100 Kmph,15 Seconds,5,4,4,,Direct Injection
58,2007,"81,000 kms",First Owner,Petrol,Manual,Mumbai,1.45 Lakh*,Ford,16.6 kmpl,1388 CC,68 ," 4,000 (PS",5,Silver,5 Speed,FWD,Power,Ventilated Disc,Self-Adjusting Drum,173 kmph,14.5 seconds,4,4,4,SOHC,CRDI
59,2009,"67,000 kms",Second Owner,Petrol,Manual,Mumbai,1.45 Lakh*,Maruti,17.3 kmpl,1061 CC,64,"6,200 (PS",5,Maroon,5 Speed,,Manual,Disc,Drum,154 kmph,16.6 seconds,5,4,4,,MPFI
60,2008,"53,000 kms",First Owner,Petrol,Manual,Mumbai,1.45 Lakh*,Maruti,19.7 kmpl,796 CC,46.3 bhp,,5,Red,5 Speed,FWD,,,,,,,,,,
61,2008,"70,000 kms",Second Owner,Petrol,Manual,Mumbai,1.45 Lakh*,Hyundai,13.2 kmpl,1495 CC,94 ," 5,550 (PS",5,Silver,5 Speed,,Power,Ventilated Disc,Drum,170 kmph,13.1 seconds,4,4,3,SOHC,MPFI
62,2006,"8,70,00 kms",Fourth & Above Owner,Petrol,Automatic,Mumbai,1.45 Lakh*,Honda,16.4 kmpl,1497 CC,78 ," 5,500 (PS",5,Red,5 Speed,FWD,Power,Ventilated Disc,Drum,164 kmph,15.5 seconds,4,4,2,iDSI,PGM-FI (Programmed Fuel Injection)
63,2010,"78,500 kms",Second Owner,Petrol,Manual,Mumbai,1.45 Lakh*,Maruti,19.0 kmpl,998 CC,67.1bhp,6200rpm,5,White,5 Speed,FWD,,,,160km/hr,16.26 Seconds,5,3,4,,MPFI
64,2008,"71,000 kms",First Owner,Petrol,Manual,Mumbai,1.45 Lakh*,Maruti,19.0 kmpl,998 CC,67.1 bhp,,5,Golden,5 Speed,FWD,,,,,,,,,,
65,2010,"37,210 kms",Second Owner,Petrol,Manual,Mumbai,1.48 Lakh*,Tata,15.64 kmpl,1193 CC,64.08bhp,5000rpm,5,Maroon,5 Speed,,,,Drum,148 Kmph,17 Seconds,4,4,2,,MPFI
66,2005,"87,116 kms",Third Owner,Petrol,Manual,Mumbai,1.48 Lakh*,Maruti,16.1 kmpl,1298 CC,88.2,6000 (PS,5,Red,5 Speed,,,Ventilated Disc,Drum,160 kmph,12.29 seconds,5,4,4,,MPFI
67,2007,"56,634 kms",First Owner,Petrol,Manual,Mumbai,1.49 Lakh*,Maruti,18.2 kmpl,998 CC,67.1bhp,6200rpm,5,Blue,5 Speed,,Power,Ventilated Disc,Drum,130 kmph,16.26 seconds,5,3,4,null,MPFI
68,2007,"76,000 kms",Second Owner,Petrol,Manual,Mumbai,1.5 Lakh*,Maruti,16.1 kmpl,1298 CC,88.2,6000 (PS,5,Silver,5 Speed,,,Ventilated Disc,Drum,160 kmph,12.29 seconds,5,4,4,,MPFI
69,2004,"40,000 kms",Second Owner,Petrol,Automatic,Mumbai,1.5 Lakh*,Honda,14.5 kmpl,,,,5,Silver,,,Power,,,,,4,,,,
70,2006,"60,000 kms",Second Owner,Petrol,Manual,Mumbai,1.5 Lakh*,Toyota,13.4 kmpl,1794 CC,125,"6,000 (PS",5,,5 Speed,,Power,Ventilated Disc,Solid Disc,191.7 kmph,9.89 seconds,4,4,4,DOHC,EFI (Electronic Fuel Injection)
71,2008,"66,100 kms",Second Owner,Petrol,Manual,Mumbai,1.55 Lakh*,Hyundai,19.81 kmpl,1086 CC,68.05bhp,5500rpm,5,Red,5 Speed,FWD,Power,Ventilated Disc,Drum,165 Kmph,14.3 Seconds,5,4,3,SOHC,MPFI
72,2010,"49,000 kms",First Owner,Petrol,Manual,Mumbai,1.55 Lakh*,Maruti,19.0 kmpl,998 CC,67.1bhp,6200rpm,5,Golden,5 Speed,FWD,Power,Ventilated Disc,Drum,160km/hr,16.26 Seconds,5,3,4,,MPFI
73,2010,"1,03,266 kms",First Owner,Diesel,Manual,Mumbai,1.55 Lakh*,Tata,18.8 kmpl,1248 CC,90 PS, 4000 rpm,5,Golden,5 Speed,,Power,Ventilated Disc,Drum,,15 Sec,5,4,4,,CRDI
74,2008,"27,617 kms",First Owner,Petrol,Manual,Mumbai,1.55 Lakh*,Maruti,18.9 kmpl,998 CC,67.1bhp,6200rpm,5,Blue,5 Speed,FWD,,Ventilated Disc,Drum,,,4,3,4,,MPFI
75,2007,"1,03,700 kms",First Owner,Petrol,Manual,Mumbai,1.58 Lakh*,Hyundai,17.0 kmpl,1086 CC,null bhp,,5,Silver,,,Power,,,,,,,,,
76,2007,"83,000 kms",First Owner,Petrol,Manual,Mumbai,1.6 Lakh*,Maruti,,,,,,,,,,,,,,,,,,
77,2007,"1,20,000 kms",Second Owner,Petrol,Manual,Mumbai,1.6 Lakh*,Maruti,15.0 kmpl,1586 CC,104.68,"5,600 (PS",5,,5 Speed,,,,,177 kmph,12.1 seconds,4,4,4,DOHC,MPFI
78,2007,"1,10,000 kms",Second Owner,Petrol,Manual,Mumbai,1.6 Lakh*,Honda,17.7 kmpl,1497 CC,78 ," 5,500 (PS",5,Silver,5 Speed,,,,Drum,173 kmph,13.5 seconds,4,4,2,iDSI,PGM-FI (Programmed Fuel Injection)
79,2009,"20,000 kms",Second Owner,Petrol,Manual,Mumbai,1.6 Lakh*,Maruti,18.9 kmpl,998 CC,67.1bhp,6200rpm,5,,5 Speed,FWD,Power,Ventilated Disc,Drum,,,4,3,4,,MPFI
80,2008,"1,14,123 kms",Second Owner,Petrol,Manual,Mumbai,1.65 Lakh*,Honda,17.7 kmpl,1497 CC,78 ," 5,500 (PS",5,Black,5 Speed,,Power,Ventilated Disc,Drum,173 kmph,13.5 seconds,4,4,2,iDSI,PGM-FI (Programmed Fuel Injection)
81,2008,"99,000 kms",First Owner,Petrol,Manual,Mumbai,1.65 Lakh*,Hyundai,19.81 kmpl,1086 CC,68.05bhp,5500rpm,5,Golden,5 Speed,,,Ventilated Disc,Drum,165 Kmph,14.3 Seconds,5,4,3,SOHC,MPFI
82,2009,"70,320 kms",First Owner,Petrol,Manual,Mumbai,1.65 Lakh*,Hyundai,17.92 kmpl,1086 CC,62.1 bhp,,5,Black,5 Speed,FWD,,,,,,,,,,
83,2009,"63,564 kms",First Owner,Petrol,Manual,Mumbai,1.65 Lakh*,Hyundai,20.36 kmpl,1197 CC,78.9bhp,6000rpm,5,Grey,5 Speed,FWD,,,,,,4,4,4,DOHC,MPFI
84,2011,"65,500 kms",First Owner,Petrol,Manual,Mumbai,1.66 Lakh*,Maruti,23.95 kmpl,998 CC,67.05bhp,6000rpm,5,Golden,5 Speed,,,Ventilated Disc,Drum,145 Kmph,13.3 Seconds,5,3,4,DOHC,MPFi
85,2010,"1,66,805 kms",First Owner,Diesel,Manual,Mumbai,1.68 Lakh*,Tata,17.0 kmpl,1405 CC,70,"4,500 (PS",5,White,5 Speed,,,,Drum,154.6 kmph,18.9 seconds,4,4,2,SOHC,Indirect Injection
86,2010,"36,466 kms",Second Owner,Petrol,Manual,Mumbai,1.68 Lakh*,Maruti,19.0 kmpl,998 CC,67.1 bhp,,5,Silver,5 Speed,FWD,,,,,,,,,,
87,2011,"79,285 kms",First Owner,Petrol,Manual,Mumbai,1.68 Lakh*,Maruti,19.7 kmpl,796 CC,46.3bhp,6200rpm,5,Maroon,5 Speed,FWD,Power,Disc,Drum,137km/hr,17.7 seconds,5,3,4,SOHC,MPFI
88,2007,"71,000 kms",First Owner,Petrol,Manual,Mumbai,1.7 Lakh*,Maruti,,,,,,,,,,,,,,,,,,
89,2007,"29,423 kms",First Owner,Petrol,Manual,Mumbai,1.7 Lakh*,Maruti,,,,,,,,,,,,,,,,,,
90,2010,"70,000 kms",First Owner,Petrol,Manual,Mumbai,1.7 Lakh*,Maruti,19.0 kmpl,998 CC,66.1 bhp,,5,Silver,5 Speed,FWD,,,,,,,,,,
91,2010,"40,123 kms",First Owner,Petrol,Manual,Mumbai,1.75 Lakh*,Maruti,20.92 kmpl,998 CC,67.1bhp,6200rpm,5,Black,5 Speed,FWD,Power,Ventilated Disc,Drum,,13.3Seconds,5,3,4,,
92,2010,"30,000 kms",First Owner,Petrol,Manual,Mumbai,1.75 Lakh*,Maruti,20.92 kmpl,998 CC,67.1 bhp,,5,Brown,5 Speed,FWD,,,,,,,,,,
93,2010,"40,123 kms",First Owner,Petrol,Manual,Mumbai,1.75 Lakh*,Maruti,20.92 kmpl,998 CC,67.1bhp,6200rpm,5,Black,5 Speed,FWD,,Ventilated Disc,Drum,,13.3Seconds,5,3,4,,
94,2008,"52,150 kms",First Owner,Petrol,Automatic,Mumbai,1.75 Lakh*,Hyundai,17.8 kmpl,1086 CC,63 ," 5,500 (PS",5,Blue,5 Speed,,Power,Ventilated Disc,Drum,141 kmph,16.2 seconds,5,4,3,SOHC,MPFI
95,2010,"76,797 kms",Second Owner,Petrol,Manual,Mumbai,1.75 Lakh*,Maruti,20.92 kmpl,998 CC,67.1bhp,6200rpm,5,Brown,5 Speed,FWD,Power,Ventilated Disc,Drum,,13.3 Seconds,5,3,4,,
96,2013,"75,500 kms",Second Owner,Diesel,Manual,Mumbai,1.75 Lakh*,Chevrolet,22.1 kmpl,1248 CC,74bhp,4000rpm,5,Grey,5 Speed,FWD,Power,Disc,Drum,160 Kmph,16 Seconds,4,4,4,DOHC,CRDi
97,2007,"72,500 kms",Second Owner,Petrol,Manual,Mumbai,1.75 Lakh*,Honda,13.5 kmpl,1799 CC,130bhp,6300rpm,5,Silver,5 Speed,,Power,Disc,Drum,206 kmph,9.6 sconds,4,4,4,SOHC,PGM-FI (Programmed Fuel Inje
98,2011,"29,000 kms",First Owner,Petrol,Manual,Mumbai,1.75 Lakh*,Chevrolet,18.6 kmpl,1199 CC,79.4bhp,6200rpm,5,White,5 Speed,,Power,Disc,Drum,,,5,4,4,DOHC,MPFI
99,2007,"78,000 kms",First Owner,Diesel,Manual,Mumbai,1.75 Lakh*,Maruti,17.8 kmpl,1248 CC,75PS , 2000 rpm,5,Silver,5 Speed,,,Ventilated Disc,Drum,158 kmph,13.75 seconds,5,4,4,DOHC,MPFI
100,2008,"85,700 kms",First Owner,Diesel,Manual,Mumbai,1.75 Lakh*,Skoda,18.7 kmpl,1896 CC,66 bhp,,5,White,5 Speed,,,,,,,,,,,
101,2012,"53,000 kms",First Owner,Petrol,Manual,Mumbai,1.75 Lakh*,Chevrolet,18.6 kmpl,1199 CC,79.4bhp,6200rpm,5,White,5 Speed,,Power,Disc,Drum,,,5,4,4,DOHC,MPFI
102,2007,"79,253 kms",Second Owner,Petrol,Manual,Mumbai,1.75 Lakh*,Maruti,16.1 kmpl,1298 CC,88.2,6000 (PS,5,Black,5 Speed,,Power,Ventilated Disc,Drum,160 kmph,12.29 seconds,5,4,4,,MPFI
103,2009,"62,000 kms",Second Owner,Petrol,Manual,Mumbai,1.75 Lakh*,Maruti,17.3 kmpl,1061 CC,64,"6,200 (PS",5,Silver,5 Speed,,Manual,Disc,Drum,154 kmph,16.6 seconds,5,4,4,,MPFI
104,2009,"19,372 kms",First Owner,Petrol,Manual,Mumbai,1.98 Lakh*,Maruti,19.0 kmpl,998 CC,66.1 bhp,,5,Blue,5 Speed,FWD,,,,,,,,,,
105,2009,"79,259 kms",Third Owner,Petrol,Manual,Mumbai,1.79 Lakh*,Maruti,16.1 kmpl,1298 CC,88.2,6000 (PS,5,Black,5 Speed,,Power,Ventilated Disc,Drum,160 kmph,12.29 seconds,5,4,4,,MPFI
106,2007,"82,000 kms",Second Owner,Petrol,Manual,Mumbai,1.79 Lakh*,Honda,17.7 kmpl,1497 CC,78 ," 5,500 (PS",5,Red,5 Speed,,Power,Ventilated Disc,Drum,173 kmph,13.5 seconds,4,4,2,iDSI,PGM-FI (Programmed Fuel Injection)
107,2012,"81,769 kms",Second Owner,Diesel,Manual,Mumbai,1.8 Lakh*,Chevrolet,25.44 kmpl,936 CC,57.6bhp,4000rpm,5,White,5 Speed,,Power,Disc,Drum,,,5,3,4,DOHC,MPFI
108,2011,"31,900 kms",First Owner,Petrol,Manual,Mumbai,1.81 Lakh*,Maruti,20.92 kmpl,998 CC,67.1bhp,6200rpm,5,Silver,5 Speed,FWD,,Ventilated Disc,Drum,,13.3 Seconds,5,3,4,,
109,2016,"30,700 kms",First Owner,Petrol,Manual,Mumbai,1.85 Lakh*,Datsun,22.7 kmpl,799 CC,53.64bhp,5678rpm,5,Grey,5-Speed,,Power,Disc,Drum,,,5,3,4,DOHC,MPFi
110,2007,"60,000 kms",First Owner,Petrol,Manual,Mumbai,1.85 Lakh*,Honda,13.5 kmpl,1799 CC,130bhp,6300rpm,5,White,5 Speed,,Power,Disc,Drum,206 kmph,9.6 sconds,4,4,4,SOHC,PGM-FI (Programmed Fuel Inje
111,2012,"14,115 kms",First Owner,Petrol,Manual,Mumbai,1.88 Lakh*,Maruti,19.7 kmpl,796 CC,46.3bhp,6200rpm,5,Blue,5 Speed,FWD,Power,Disc,Drum,137km/hr,17.7 seconds,5,3,4,SOHC,MPFI
112,2009,"71,623 kms",Second Owner,Petrol,Manual,Mumbai,1.88 Lakh*,Hyundai,19.81 kmpl,1086 CC,68.05bhp,5500rpm,5,Black,5 Speed,,Power,Ventilated Disc,Drum,165 Kmph,14.3 Seconds,5,4,3,SOHC,MPFI
113,2021,900 kms,First Owner,Petrol,Automatic,Mumbai,1.89 Lakh*,Mahindra,0.0 kmpl,1997 CC,150bhp,5000rpm,4,Red,6 Speed,4X4,,Disc,Drum,,,3,4,4,DOHC,Direct Engine
114,2012,"13,000 kms",First Owner,Petrol,Manual,Mumbai,1.9 Lakh*,Maruti,20.92 kmpl,998 CC,67.1bhp,6200rpm,5,Golden,5 Speed,FWD,Power,Ventilated Disc,Drum,,13.3 Seconds,5,3,4,,
115,2012,"32,500 kms",First Owner,Petrol,Manual,Mumbai,1.9 Lakh*,Maruti,20.92 kmpl,998 CC,67.1 bhp,,5,White,5 Speed,FWD,,,,,,,,,,
116,2007,"94,232 kms",Second Owner,Diesel,Manual,Mumbai,1.9 Lakh*,Maruti,17.8 kmpl,1248 CC,75PS , 2000 rpm,5,Sky Blue,5 Speed,,Power,Ventilated Disc,Drum,158 kmph,13.75 seconds,5,4,4,DOHC,MPFI
117,2009,"49,081 kms",Second Owner,Petrol,Manual,Mumbai,1.9 Lakh*,Maruti,17.3 kmpl,1061 CC,64 bhp,,5,Silver,5 Speed,,,,,,,,,,,
118,2008,"70,000 kms",First Owner,Petrol,Manual,Mumbai,1.95 Lakh*,Honda,16.9 kmpl,1497 CC,100 ," 5,800 (PS",5,Maroon,5 Speed,,Power,Ventilated Disc,Disc,181 kmph,11.2 seconds,4,4,4,VTEC,PGM-FI (Programmed Fuel Injection)
119,2008,"75,000 kms",Third Owner,Petrol,Manual,Mumbai,1.95 Lakh*,Maruti,17.5 kmpl,1298 CC,85.8bhp,6000rpm,5,Black,5 Speed,2 WD,,Ventilated Disc,Drum,,,4,4,4,SOHC,MPFI
